"","PertePoids","Sorte_The","Producteur","Prelevement","Site","DoseRepPrel"
"222",-0.0269916142557653,"Residus_Canneberges","Belanger",2,"A9","79.98256_2_A9_2"
"223",-0.02684703433923,"Residus_Canneberges","Belanger",2,"A9","79.98256_2_A9_2"
"224",-0.00904311251314411,"Residus_Canneberges","Belanger",2,"A9","79.98256_2_A9_2"
"225",-0.0369565217391305,"Residus_Canneberges","Belanger",2,"A9","79.98256_2_A9_2"
"226",-0.0727795193312436,"Residus_Canneberges","Belanger",2,"A9","79.98256_2_A9_2"
"227",-0.0518947368421053,"Residus_Canneberges","Belanger",2,"A9","79.98256_2_A9_2"
"228",-0.0026970954356847,"Residus_Canneberges","Belanger",2,"A9","79.98256_2_A9_2"
"229",-0.0390560165975103,"Residus_Canneberges","Belanger",2,"A9","79.98256_2_A9_2"
"230",0.0119958093242535,"Residus_Canneberges","Belanger",3,"A9","79.98256_1_A9_3"
"231",0.00582010582010577,"Residus_Canneberges","Belanger",3,"A9","79.98256_1_A9_3"
"232",0.00168332456601793,"Residus_Canneberges","Belanger",3,"A9","79.98256_1_A9_3"
"233",0.0264813843733613,"Residus_Canneberges","Belanger",3,"A9","79.98256_1_A9_3"
"234",-0.000517063081696025,"Residus_Canneberges","Belanger",3,"A9","79.98256_1_A9_3"
"235",-0.00036101083032487,"Residus_Canneberges","Belanger",3,"A9","79.98256_1_A9_3"
"236",0.00512953367875649,"Residus_Canneberges","Belanger",3,"A9","79.98256_1_A9_3"
"237",-0.00329261816250663,"Residus_Canneberges","Belanger",3,"A9","79.98256_1_A9_3"
"238",0.00956429330499458,"Residus_Canneberges","Belanger",3,"A9","79.98256_1_A9_3"
"239",0.00896624472573835,"Residus_Canneberges","Belanger",3,"A9","79.98256_1_A9_3"
"240",0.000942902042954439,"Residus_Canneberges","Belanger",3,"A9","79.98256_1_A9_3"
"241",-0.00140698280354347,"Residus_Canneberges","Belanger",3,"A9","79.98256_1_A9_3"
"242",0.00590094836670173,"Residus_Canneberges","Belanger",3,"A9","79.98256_1_A9_3"
"243",0.00675461741424798,"Residus_Canneberges","Belanger",3,"A9","79.98256_1_A9_3"
"244",0.00606377417668586,"Residus_Canneberges","Belanger",3,"A9","79.98256_1_A9_3"
"245",-0.00269841269841275,"Residus_Canneberges","Belanger",3,"A9","79.98256_1_A9_3"
"246",0.0209057398630859,"Residus_Canneberges","Belanger",3,"A9","79.98256_1_A9_3"
"247",0.00363732208750666,"Residus_Canneberges","Belanger",3,"A9","79.98256_1_A9_3"
"248",0.0107420861442657,"Residus_Canneberges","Belanger",3,"A9","79.98256_2_A9_3"
"249",0.0203460933403251,"Residus_Canneberges","Belanger",3,"A9","79.98256_2_A9_3"
"250",0.00549102428722279,"Residus_Canneberges","Belanger",3,"A9","79.98256_2_A9_3"
"251",0.0080586080586081,"Residus_Canneberges","Belanger",3,"A9","79.98256_2_A9_3"
"252",-0.0033492822966507,"Residus_Canneberges","Belanger",3,"A9","79.98256_2_A9_3"
"253",0.0138655462184874,"Residus_Canneberges","Belanger",3,"A9","79.98256_2_A9_3"
"254",0.0250797024442082,"Residus_Canneberges","Belanger",3,"A9","79.98256_2_A9_3"
"255",-0.000159066808059485,"Residus_Canneberges","Belanger",3,"A9","79.98256_2_A9_3"
"256",0.0957680250783699,"Residus_Canneberges","Belanger",3,"A9","79.98256_2_A9_3"
"257",0.00083160083160074,"Residus_Canneberges","Belanger",3,"A9","79.98256_2_A9_3"
"258",0.0118048268625393,"Residus_Canneberges","Belanger",3,"A9","79.98256_2_A9_3"
"259",-0.122625843279709,"Residus_Canneberges","Belanger",3,"A9","79.98256_2_A9_3"
"260",0.0078441558441559,"Residus_Canneberges","Belanger",4,"A9","79.98256_1_A9_4"
"261",0.108157894736842,"Residus_Canneberges","Belanger",4,"A9","79.98256_1_A9_4"
"262",0.0270866141732284,"Residus_Canneberges","Belanger",4,"A9","79.98256_1_A9_4"
"263",0.0348667015159435,"Residus_Canneberges","Belanger",4,"A9","79.98256_1_A9_4"
"264",0.0481965499215892,"Residus_Canneberges","Belanger",4,"A9","79.98256_1_A9_4"
"265",0.0810067462376752,"Residus_Canneberges","Belanger",4,"A9","79.98256_1_A9_4"
"266",0.0559384941675503,"Residus_Canneberges","Belanger",4,"A9","79.98256_1_A9_4"
"267",0.151782945736434,"Residus_Canneberges","Belanger",4,"A9","79.98256_1_A9_4"
"268",0.0229793977812996,"Residus_Canneberges","Belanger",4,"A9","79.98256_1_A9_4"
"269",0.018025974025974,"Residus_Canneberges","Belanger",4,"A9","79.98256_1_A9_4"
"270",0.0500777604976672,"Residus_Canneberges","Belanger",4,"A9","79.98256_1_A9_4"
"271",0.0183652353854113,"Residus_Canneberges","Belanger",4,"A9","79.98256_1_A9_4"
"272",0.0255043973098811,"Residus_Canneberges","Belanger",4,"A9","79.98256_2_A9_4"
"273",0.00265392781316343,"Residus_Canneberges","Belanger",4,"A9","79.98256_2_A9_4"
"274",0.030161206448258,"Residus_Canneberges","Belanger",4,"A9","79.98256_2_A9_4"
"275",-0.015256875973015,"Residus_Canneberges","Belanger",4,"A9","79.98256_2_A9_4"
"276",0.0240963855421687,"Residus_Canneberges","Belanger",4,"A9","79.98256_2_A9_4"
"277",-0.00982928091050176,"Residus_Canneberges","Belanger",4,"A9","79.98256_2_A9_4"
"278",0.0395324123273113,"Residus_Canneberges","Belanger",4,"A9","79.98256_2_A9_4"
"279",0.019927536231884,"Residus_Canneberges","Belanger",4,"A9","79.98256_2_A9_4"
"280",0.0439600840336134,"Residus_Canneberges","Belanger",4,"A9","79.98256_2_A9_4"
"281",0.0329562982005142,"Residus_Canneberges","Belanger",4,"A9","79.98256_2_A9_4"
"282",0.0312953367875648,"Residus_Canneberges","Belanger",4,"A9","79.98256_2_A9_4"
"283",0.0378522062732589,"Residus_Canneberges","Belanger",4,"A9","79.98256_2_A9_4"
"284",0.0248704663212435,"Residus_Canneberges","Belanger",4,"A9","79.98256_2_A9_4"
"285",0.0921711899791231,"Residus_Canneberges","Belanger",4,"A9","79.98256_2_A9_4"
