NoOriginal;Farmers;Site;Regie;Prélèvement;TeaType;Répétition;Poids_Contenu (g);Poids_Total _g;Poids_sac _g;Poids_final_g
1075S;Belanger;10;Conventionel;4;Rooibos tea;2;1.9047;2.2615;0.3578;1.4447
1076S;Belanger;10;Conventionel;4;Rooibos tea;2;1.9033;2.2633;0.3571;1.4922
1077S;Belanger;10;Conventionel;4;Rooibos tea;2;1.9053;2.2702;0.3647;1.5512
1078S;Belanger;10;Conventionel;4;Rooibos tea;2;1.9049;2.2606;0.3562;1.4958
1079S;Belanger;10;Conventionel;4;Rooibos tea;2;1.9182;2.2785;0.36;1.5105
1075N;Belanger;10;Conventionel;4;Cranberry litter;2;1.907;2.2666;0.3592;1.7844
1076N;Belanger;10;Conventionel;4;Cranberry litter;2;1.9176;2.2819;0.3648;1.8138
1077N;Belanger;10;Conventionel;4;Cranberry litter;2;1.9004;2.2627;0.3621;1.861
1078N;Belanger;10;Conventionel;4;Cranberry litter;2;1.8894;2.2493;0.359;1.8422
1079N;Belanger;10;Conventionel;4;Cranberry litter;2;1.8995;2.2593;0.3599;1.7246
1080N;Belanger;10;Conventionel;4;Cranberry litter;2;1.9061;2.2604;0.3541;1.9564
1081N;Belanger;10;Conventionel;4;Cranberry litter;2;1.9158;2.2759;0.3603;1.8632
1082N;Belanger;10;Conventionel;4;Cranberry litter;2;1.9102;2.2695;0.3595;1.8644
1083N;Belanger;10;Conventionel;4;Cranberry litter;2;1.9159;2.2754;0.3595;1.8636
1084N;Belanger;10;Conventionel;4;Cranberry litter;2;1.9171;2.2729;0.3556;1.8096
1085N;Belanger;10;Conventionel;4;Cranberry litter;2;1.9092;2.2651;0.3556;1.8677
1086N;Belanger;10;Conventionel;4;Cranberry litter;2;1.9094;2.2663;0.3577;1.8473
1087N;Belanger;10;Conventionel;4;Cranberry litter;2;1.9011;2.2544;0.3538;1.8499
1088N;Belanger;10;Conventionel;4;Cranberry litter;2;1.8985;2.257;0.3595;1.859
1089N;Belanger;10;Conventionel;4;Cranberry litter;2;1.8985;2.2623;0.3653;1.8253
1090N;Belanger;10;Conventionel;4;Cranberry litter;2;1.8993;2.2656;0.3661;1.8141
1091N;Belanger;10;Conventionel;4;Cranberry litter;2;1.9096;2.2672;0.3578;1.8178
1092N;Belanger;10;Conventionel;4;Cranberry litter;2;1.9027;2.2653;0.3628;1.8268
1093N;Belanger;10;Conventionel;4;Cranberry litter;2;1.915;2.2731;0.3588;1.8709
1094N;Belanger;10;Conventionel;4;Cranberry litter;2;1.9139;2.2789;0.3655;1.8406
523G;Belanger;10;Conventionel;5;Green tea;1;1.781;2.139;0.359;0.8723
524G;Belanger;10;Conventionel;5;Green tea;1;1.764;2.123;0.359;0.8131
525G;Belanger;10;Conventionel;5;Green tea;1;1.79;2.148;0.357;0.8238
526G;Belanger;10;Conventionel;5;Green tea;1;1.773;2.132;0.359;0.8718
527G;Belanger;10;Conventionel;5;Green tea;1;1.773;2.14;0.366;0.8733
528G;Belanger;10;Conventionel;5;Green tea;1;1.777;2.136;0.359;0.7771
529G;Belanger;10;Conventionel;5;Green tea;1;1.783;2.143;0.36;0.9198
530G;Belanger;10;Conventionel;5;Green tea;1;1.783;2.142;0.359;0.8689
531G;Belanger;10;Conventionel;5;Green tea;1;1.779;2.141;0.362;0.7824
532G;Belanger;10;Conventionel;5;Green tea;1;1.782;2.148;0.365;0.9152
533G;Belanger;10;Conventionel;5;Green tea;1;1.753;2.117;0.362;0.7731
534G;Belanger;10;Conventionel;5;Green tea;1;1.757;2.12;0.363;0.874
535G;Belanger;10;Conventionel;5;Green tea;1;1.761;2.119;0.364;0.8663
536G;Belanger;10;Conventionel;5;Green tea;1;1.757;2.115;0.358;0.8789
537G;Belanger;10;Conventionel;5;Green tea;1;1.775;2.148;0.373;0.9185
538G;Belanger;10;Conventionel;5;Green tea;1;1.755;2.113;0.361;0.9026
539G;Belanger;10;Conventionel;5;Green tea;1;1.757;2.118;0.361;
540G;Belanger;10;Conventionel;5;Green tea;1;1.799;2.163;0.364;0.9058
541G;Belanger;10;Conventionel;5;Green tea;1;1.794;2.157;0.362;0.8784
542G;Belanger;10;Conventionel;5;Green tea;1;1.776;2.138;0.361;0.8631
1080S;Belanger;10;Conventionel;5;Rooibos tea;1;1.8989;2.2573;0.36;1.4548
1081S;Belanger;10;Conventionel;5;Rooibos tea;1;1.9192;2.2853;0.3653;
1082S;Belanger;10;Conventionel;5;Rooibos tea;1;1.9169;2.2744;0.3581;1.4753
1083S;Belanger;10;Conventionel;5;Rooibos tea;1;1.9118;2.2694;0.3565;1.4047
1084S;Belanger;10;Conventionel;5;Rooibos tea;1;1.9009;2.2674;0.3666;
1085S;Belanger;10;Conventionel;5;Rooibos tea;1;1.892;2.2484;0.3576;
1086S;Belanger;10;Conventionel;5;Rooibos tea;1;1.92;2.2775;0.3582;
1087S;Belanger;10;Conventionel;5;Rooibos tea;1;1.8978;2.2557;0.3587;1.4044
1088S;Belanger;10;Conventionel;5;Rooibos tea;1;1.8896;2.2508;0.3606;1.4628
1089S;Belanger;10;Conventionel;5;Rooibos tea;1;1.9059;2.2639;0.3576;1.4792
1090S;Belanger;10;Conventionel;5;Rooibos tea;1;1.8999;2.2559;0.3564;1.4229
1091S;Belanger;10;Conventionel;5;Rooibos tea;1;1.909;2.2609;0.3529;1.4518
1092S;Belanger;10;Conventionel;5;Rooibos tea;1;1.893;2.25;0.3575;1.4351
1093S;Belanger;10;Conventionel;5;Rooibos tea;1;1.9178;2.2795;0.362;1.3662
1094S;Belanger;10;Conventionel;5;Rooibos tea;1;0.3578;1.8878;0.3579;
1095S;Belanger;10;Conventionel;5;Rooibos tea;1;1.902;2.2577;0.3553;1.2838
1096S;Belanger;10;Conventionel;5;Rooibos tea;1;1.8943;2.2505;0.3578;1.3668
1097S;Belanger;10;Conventionel;5;Rooibos tea;1;1.9191;2.2775;0.359;1.4481
1098S;Belanger;10;Conventionel;5;Rooibos tea;1;1.9151;2.2772;0.3618;1.4607
1099S;Belanger;10;Conventionel;5;Rooibos tea;1;1.8918;2.2555;0.3643;1.2774
1095N;Belanger;10;Conventionel;5;Cranberry litter;1;1.907;2.2663;0.3596;
1096N;Belanger;10;Conventionel;5;Cranberry litter;1;1.9139;2.2797;0.3664;
1097N;Belanger;10;Conventionel;5;Cranberry litter;1;1.9027;2.2718;0.3797;
1098N;Belanger;10;Conventionel;5;Cranberry litter;1;1.8896;2.248;0.3598;
1099N;Belanger;10;Conventionel;5;Cranberry litter;1;1.8966;2.2584;0.3618;
1100N;Belanger;10;Conventionel;5;Cranberry litter;1;1.8836;2.2374;0.3545;
1101N;Belanger;10;Conventionel;5;Cranberry litter;1;1.9159;2.2794;0.3628;
1102N;Belanger;10;Conventionel;5;Cranberry litter;1;1.9112;2.271;0.3595;
1103N;Belanger;10;Conventionel;5;Cranberry litter;1;1.9197;2.2801;0.3612;
1104N;Belanger;10;Conventionel;5;Cranberry litter;1;1.9191;2.278;0.3588;
1105N;Belanger;10;Conventionel;5;Cranberry litter;1;1.8983;2.2538;0.355;
1106N;Belanger;10;Conventionel;5;Cranberry litter;1;1.9086;2.2597;0.3508;
1107N;Belanger;10;Conventionel;5;Cranberry litter;1;1.9061;2.2614;0.3567;
1108N;Belanger;10;Conventionel;5;Cranberry litter;1;1.9045;2.2661;0.3627;
1109N;Belanger;10;Conventionel;5;Cranberry litter;1;1.8915;2.2475;0.3567;
1110N;Belanger;10;Conventionel;5;Cranberry litter;1;1.9132;2.2744;0.3613;
1111N;Belanger;10;Conventionel;5;Cranberry litter;1;1.9082;2.2667;0.3597;
1112N;Belanger;10;Conventionel;5;Cranberry litter;1;1.9061;2.2637;0.3586;
1113N;Belanger;10;Conventionel;5;Cranberry litter;1;1.9035;2.2588;0.3573;
1114N;Belanger;10;Conventionel;5;Cranberry litter;1;1.8887;2.2492;0.3612;
543G;Belanger;10;Conventionel;5;Green tea;2;1.773;2.127;0.355;
544G;Belanger;10;Conventionel;5;Green tea;2;1.787;2.149;0.361;
545G;Belanger;10;Conventionel;5;Green tea;2;1.775;2.14;0.365;
546G;Belanger;10;Conventionel;5;Green tea;2;1.77;2.122;0.357;
547G;Belanger;10;Conventionel;5;Green tea;2;1.761;2.122;0.361;
548G;Belanger;10;Conventionel;5;Green tea;2;1.796;2.159;0.363;
549G;Belanger;10;Conventionel;5;Green tea;2;1.79;2.157;0.367;
550G;Belanger;10;Conventionel;5;Green tea;2;1.752;2.118;0.366;
551G;Belanger;10;Conventionel;5;Green tea;2;1.775;2.141;0.365;
552G;Belanger;10;Conventionel;5;Green tea;2;1.788;2.156;0.368;
553G;Belanger;10;Conventionel;5;Green tea;2;1.786;2.144;0.36;
554G;Belanger;10;Conventionel;5;Green tea;2;1.751;2.111;0.361;
555G;Belanger;10;Conventionel;5;Green tea;2;1.762;2.121;0.359;
556G;Belanger;10;Conventionel;5;Green tea;2;1.795;2.155;0.359;
557G;Belanger;10;Conventionel;5;Green tea;2;1.77;2.134;0.364;
558G;Belanger;10;Conventionel;5;Green tea;2;1.784;2.145;0.361;
559G;Belanger;10;Conventionel;5;Green tea;2;1.757;2.117;0.359;
560G;Belanger;10;Conventionel;5;Green tea;2;1.762;2.126;0.365;
561G;Belanger;10;Conventionel;5;Green tea;2;1.785;2.147;0.362;
562G;Belanger;10;Conventionel;5;Green tea;2;1.751;2.11;0.361;
1100S;Belanger;10;Conventionel;5;Rooibos tea;2;1.9045;2.2683;0.3643;1.3787
1101S;Belanger;10;Conventionel;5;Rooibos tea;2;1.9107;2.2692;0.3586;
1102S;Belanger;10;Conventionel;5;Rooibos tea;2;1.8992;2.2566;0.3575;
1103S;Belanger;10;Conventionel;5;Rooibos tea;2;1.8905;2.2458;0.355;
1104S;Belanger;10;Conventionel;5;Rooibos tea;2;1.9021;2.2582;0.3568;
1105S;Belanger;10;Conventionel;5;Rooibos tea;2;1.904;2.2626;0.3603;
1106S;Belanger;10;Conventionel;5;Rooibos tea;2;1.9154;2.2698;0.354;1.4576
1107S;Belanger;10;Conventionel;5;Rooibos tea;2;1.9128;2.2725;0.3595;
1108S;Belanger;10;Conventionel;5;Rooibos tea;2;1.9076;2.2695;0.36;1.4498
1109S;Belanger;10;Conventionel;5;Rooibos tea;2;1.8971;2.2571;0.3592;1.4191
1110S;Belanger;10;Conventionel;5;Rooibos tea;2;1.9012;2.2541;0.3538;
1111S;Belanger;10;Conventionel;5;Rooibos tea;2;1.9015;2.2658;0.3654;
1112S;Belanger;10;Conventionel;5;Rooibos tea;2;1.9022;2.2612;0.361;
1113S;Belanger;10;Conventionel;5;Rooibos tea;2;1.8892;2.2419;0.3522;1.492
1114S;Belanger;10;Conventionel;5;Rooibos tea;2;1.9218;2.2798;0.3572;
1115S;Belanger;10;Conventionel;5;Rooibos tea;2;1.9016;2.2657;0.3646;
1116S;Belanger;10;Conventionel;5;Rooibos tea;2;1.9178;2.2742;0.3564;
1117S;Belanger;10;Conventionel;5;Rooibos tea;2;1.8941;2.2567;0.3641;1.4298
1118S;Belanger;10;Conventionel;5;Rooibos tea;2;1.8995;2.2568;0.3564;
1119S;Belanger;10;Conventionel;5;Rooibos tea;2;1.914;2.2746;0.3604;1.4889
1115N;Belanger;10;Conventionel;5;Cranberry litter;2;1.9035;2.2692;0.3652;1.7857
1116N;Belanger;10;Conventionel;5;Cranberry litter;2;1.9115;2.2703;0.3582;1.8857
1117N;Belanger;10;Conventionel;5;Cranberry litter;2;1.9053;2.2683;0.3635;1.7475
1118N;Belanger;10;Conventionel;5;Cranberry litter;2;1.8962;2.261;0.3646;1.8363
1119N;Belanger;10;Conventionel;5;Cranberry litter;2;1.9075;2.2675;0.3599;1.8367
1120N;Belanger;10;Conventionel;5;Cranberry litter;2;1.9036;2.264;0.3509;1.8218
1121N;Belanger;10;Conventionel;5;Cranberry litter;2;1.9114;2.2707;0.3598;1.8502
1122N;Belanger;10;Conventionel;5;Cranberry litter;2;1.9047;2.2622;0.3586;1.6092
1123N;Belanger;10;Conventionel;5;Cranberry litter;2;1.9081;2.2648;0.3572;1.8353
1124N;Belanger;10;Conventionel;5;Cranberry litter;2;1.8975;2.2585;0.3617;1.7954
1125N;Belanger;10;Conventionel;5;Cranberry litter;2;1.916;2.281;0.3654;1.853
1126N;Belanger;10;Conventionel;5;Cranberry litter;2;1.9087;2.2705;0.3622;1.8016
1127N;Belanger;10;Conventionel;5;Cranberry litter;2;1.8942;2.2557;0.3619;1.7446
1128N;Belanger;10;Conventionel;5;Cranberry litter;2;1.8834;2.2381;0.3551;
1129N;Belanger;10;Conventionel;5;Cranberry litter;2;1.9088;2.2652;0.3567;
1130N;Belanger;10;Conventionel;5;Cranberry litter;2;1.8957;2.2501;0.3559;
1131N;Belanger;10;Conventionel;5;Cranberry litter;2;1.9107;2.2726;0.3629;
1132N;Belanger;10;Conventionel;5;Cranberry litter;2;1.899;2.2617;0.3627;1.8123
1133N;Belanger;10;Conventionel;5;Cranberry litter;2;1.9087;2.2721;0.3636;1.6558
1134N;Belanger;10;Conventionel;5;Cranberry litter;2;1.9011;2.2627;0.3618;1.784
563G;Belanger;10;Conventionel;6;Green tea;1;1.773;2.136;0.364;
564G;Belanger;10;Conventionel;6;Green tea;1;1.791;2.153;0.362;
565G;Belanger;10;Conventionel;6;Green tea;1;1.787;2.149;0.361;
566G;Belanger;10;Conventionel;6;Green tea;1;1.754;2.118;0.364;
567G;Belanger;10;Conventionel;6;Green tea;1;1.799;2.163;0.365;
568G;Belanger;10;Conventionel;6;Green tea;1;1.793;2.164;0.37;
569G;Belanger;10;Conventionel;6;Green tea;1;1.801;2.162;0.362;
570G;Belanger;10;Conventionel;6;Green tea;1;1.763;2.124;0.361;
571G;Belanger;10;Conventionel;6;Green tea;1;1.768;2.134;0.365;
572G;Belanger;10;Conventionel;6;Green tea;1;1.786;2.146;0.362;
573G;Belanger;10;Conventionel;6;Green tea;1;1.793;2.155;0.362;
574G;Belanger;10;Conventionel;6;Green tea;1;1.771;2.131;0.359;
575G;Belanger;10;Conventionel;6;Green tea;1;1.779;2.143;0.364;
576G;Belanger;10;Conventionel;6;Green tea;1;1.8;2.165;0.364;
577G;Belanger;10;Conventionel;6;Green tea;1;1.772;2.134;0.362;
578G;Belanger;10;Conventionel;6;Green tea;1;1.772;2.135;0.364;
579G;Belanger;10;Conventionel;6;Green tea;1;1.771;2.132;0.361;
580G;Belanger;10;Conventionel;6;Green tea;1;1.787;2.147;0.36;
581G;Belanger;10;Conventionel;6;Green tea;1;1.765;2.131;0.368;
582G;Belanger;10;Conventionel;6;Green tea;1;1.758;2.122;0.364;
1120S;Belanger;10;Conventionel;6;Rooibos tea;1;1.9137;2.2741;0.3604;
1121S;Belanger;10;Conventionel;6;Rooibos tea;1;1.9001;2.2581;0.3579;
1122S;Belanger;10;Conventionel;6;Rooibos tea;1;1.8999;2.2562;0.3552;
1123S;Belanger;10;Conventionel;6;Rooibos tea;1;1.9163;2.2719;0.3569;
1124S;Belanger;10;Conventionel;6;Rooibos tea;1;1.9035;2.2591;0.3554;
1125S;Belanger;10;Conventionel;6;Rooibos tea;1;1.9183;2.2757;0.3583;
1126S;Belanger;10;Conventionel;6;Rooibos tea;1;1.9072;2.2651;0.3581;
1127S;Belanger;10;Conventionel;6;Rooibos tea;1;1.9129;2.2753;0.3637;
1128S;Belanger;10;Conventionel;6;Rooibos tea;1;1.9112;2.2609;0.3502;
1129S;Belanger;10;Conventionel;6;Rooibos tea;1;1.9015;2.2584;0.3589;
1130S;Belanger;10;Conventionel;6;Rooibos tea;1;1.8989;2.2595;0.3603;
1131S;Belanger;10;Conventionel;6;Rooibos tea;1;1.901;2.2643;0.3624;
1132S;Belanger;10;Conventionel;6;Rooibos tea;1;1.9084;2.2595;0.351;
1133S;Belanger;10;Conventionel;6;Rooibos tea;1;1.8931;2.2529;0.3613;
1134S;Belanger;10;Conventionel;6;Rooibos tea;1;1.9068;2.2736;0.366;
1135S;Belanger;10;Conventionel;6;Rooibos tea;1;1.8863;2.2396;0.3541;
1136S;Belanger;10;Conventionel;6;Rooibos tea;1;1.9155;2.2767;0.3605;
1137S;Belanger;10;Conventionel;6;Rooibos tea;1;1.8936;2.2522;0.359;
1138S;Belanger;10;Conventionel;6;Rooibos tea;1;1.8942;2.2523;0.3565;
1139S;Belanger;10;Conventionel;6;Rooibos tea;1;1.8871;2.2485;0.3616;
1135N;Belanger;10;Conventionel;6;Cranberry litter;1;1.903;2.2669;0.3647;
1136N;Belanger;10;Conventionel;6;Cranberry litter;1;1.8897;2.2477;0.3573;
1137N;Belanger;10;Conventionel;6;Cranberry litter;1;1.8882;2.251;0.3621;
1138N;Belanger;10;Conventionel;6;Cranberry litter;1;1.9054;2.271;0.3653;
1139N;Belanger;10;Conventionel;6;Cranberry litter;1;1.9175;2.2726;0.3547;
1140N;Belanger;10;Conventionel;6;Cranberry litter;1;1.9056;2.2613;0.3553;
1141N;Belanger;10;Conventionel;6;Cranberry litter;1;1.9119;2.2733;0.3613;
1142N;Belanger;10;Conventionel;6;Cranberry litter;1;1.8816;2.2383;0.3562;
1143N;Belanger;10;Conventionel;6;Cranberry litter;1;1.902;2.2561;0.3541;
1144N;Belanger;10;Conventionel;6;Cranberry litter;1;1.911;2.2746;0.3656;
1145N;Belanger;10;Conventionel;6;Cranberry litter;1;1.9096;2.2743;0.3652;
1146N;Belanger;10;Conventionel;6;Cranberry litter;1;1.8841;2.2419;0.3582;
1147N;Belanger;10;Conventionel;6;Cranberry litter;1;1.9047;2.264;0.3592;
1148N;Belanger;10;Conventionel;6;Cranberry litter;1;1.9181;2.2781;0.3605;
1149N;Belanger;10;Conventionel;6;Cranberry litter;1;1.9032;2.2589;0.3554;
1150N;Belanger;10;Conventionel;6;Cranberry litter;1;1.9195;2.2784;0.3589;
1151N;Belanger;10;Conventionel;6;Cranberry litter;1;1.9035;2.269;0.3647;
1152N;Belanger;10;Conventionel;6;Cranberry litter;1;1.9035;2.2591;0.3559;
1153N;Belanger;10;Conventionel;6;Cranberry litter;1;1.9061;2.2691;0.3631;
1154N;Belanger;10;Conventionel;6;Cranberry litter;1;1.9131;2.2758;0.3636;
583G;Belanger;10;Conventionel;6;Green tea;2;1.757;2.113;0.356;
584G;Belanger;10;Conventionel;6;Green tea;2;1.781;2.142;0.361;
585G;Belanger;10;Conventionel;6;Green tea;2;1.754;2.122;0.369;
586G;Belanger;10;Conventionel;6;Green tea;2;1.779;2.138;0.358;
587G;Belanger;10;Conventionel;6;Green tea;2;1.758;2.123;0.364;
588G;Belanger;10;Conventionel;6;Green tea;2;1.795;2.155;0.359;
589G;Belanger;10;Conventionel;6;Green tea;2;1.796;2.155;0.358;
590G;Belanger;10;Conventionel;6;Green tea;2;1.775;2.14;0.365;
591G;Belanger;10;Conventionel;6;Green tea;2;1.79;2.152;0.361;
592G;Belanger;10;Conventionel;6;Green tea;2;1.796;2.162;0.366;
593G;Belanger;10;Conventionel;6;Green tea;2;1.774;2.136;0.362;
594G;Belanger;10;Conventionel;6;Green tea;2;1.783;2.151;0.368;
595G;Belanger;10;Conventionel;6;Green tea;2;1.763;2.124;0.361;
596G;Belanger;10;Conventionel;6;Green tea;2;1.759;2.123;0.364;
597G;Belanger;10;Conventionel;6;Green tea;2;1.797;2.164;0.368;
598G;Belanger;10;Conventionel;6;Green tea;2;1.769;2.135;0.366;
599G;Belanger;10;Conventionel;6;Green tea;2;1.766;2.128;0.361;
600G;Belanger;10;Conventionel;6;Green tea;2;1.781;2.144;0.364;
601G;Belanger;10;Conventionel;6;Green tea;2;1.797;2.164;0.367;
602G;Belanger;10;Conventionel;6;Green tea;2;1.782;2.147;0.365;
1140S;Belanger;10;Conventionel;6;Rooibos tea;2;1.8903;2.2475;0.357;
1141S;Belanger;10;Conventionel;6;Rooibos tea;2;1.8988;2.2575;0.3601;
1142S;Belanger;10;Conventionel;6;Rooibos tea;2;1.8993;2.2553;0.3565;
1143S;Belanger;10;Conventionel;6;Rooibos tea;2;1.9162;2.2741;0.3576;
1144S;Belanger;10;Conventionel;6;Rooibos tea;2;1.8896;2.2494;0.3622;
1145S;Belanger;10;Conventionel;6;Rooibos tea;2;1.8927;2.2508;0.3588;
1146S;Belanger;10;Conventionel;6;Rooibos tea;2;1.8928;2.2584;0.3656;
1147S;Belanger;10;Conventionel;6;Rooibos tea;2;1.8993;2.2563;0.3582;
1148S;Belanger;10;Conventionel;6;Rooibos tea;2;1.9001;2.2553;0.3558;
1149S;Belanger;10;Conventionel;6;Rooibos tea;2;1.898;2.2568;0.3592;
1150S;Belanger;10;Conventionel;6;Rooibos tea;2;1.8952;2.2522;0.3571;
1151S;Belanger;10;Conventionel;6;Rooibos tea;2;1.9101;2.2685;0.3583;
1152S;Belanger;10;Conventionel;6;Rooibos tea;2;1.905;2.6355;0.3634;
1153S;Belanger;10;Conventionel;6;Rooibos tea;2;1.894;2.252;0.3585;
1154S;Belanger;10;Conventionel;6;Rooibos tea;2;1.8833;2.2437;0.3599;
1155S;Belanger;10;Conventionel;6;Rooibos tea;2;1.8977;2.2599;0.3619;
1156S;Belanger;10;Conventionel;6;Rooibos tea;2;1.885;2.2416;0.3561;
1157S;Belanger;10;Conventionel;6;Rooibos tea;2;1.9123;2.2763;0.364;
1158S;Belanger;10;Conventionel;6;Rooibos tea;2;1.9088;2.2683;0.3605;
1159S;Belanger;10;Conventionel;6;Rooibos tea;2;1.8866;2.2398;0.354;
1155N;Belanger;10;Conventionel;6;Cranberry litter;2;1.9006;2.2554;0.3553;
1156N;Belanger;10;Conventionel;6;Cranberry litter;2;1.9054;2.2659;0.3611;
1157N;Belanger;10;Conventionel;6;Cranberry litter;2;1.8975;2.2514;0.3543;
1158N;Belanger;10;Conventionel;6;Cranberry litter;2;1.9045;2.2651;0.3608;
1159N;Belanger;10;Conventionel;6;Cranberry litter;2;1.9125;2.2688;0.3568;
1160N;Belanger;10;Conventionel;6;Cranberry litter;2;1.9112;2.2775;0.3668;
1161N;Belanger;10;Conventionel;6;Cranberry litter;2;1.8999;2.2584;0.3595;
1162N;Belanger;10;Conventionel;6;Cranberry litter;2;1.9061;2.2739;0.3671;
1163N;Belanger;10;Conventionel;6;Cranberry litter;2;1.9108;2.2725;0.3621;
1164N;Belanger;10;Conventionel;6;Cranberry litter;2;1.9073;2.2653;0.3584;
1165N;Belanger;10;Conventionel;6;Cranberry litter;2;1.9192;2.2809;0.3614;
1166N;Belanger;10;Conventionel;6;Cranberry litter;2;1.9003;2.261;0.3604;
1167N;Belanger;10;Conventionel;6;Cranberry litter;2;1.8847;2.2406;0.3574;
1168N;Belanger;10;Conventionel;6;Cranberry litter;2;1.8895;2.2485;0.3593;
1169N;Belanger;10;Conventionel;6;Cranberry litter;2;1.9102;2.2674;0.3579;
1170N;Belanger;10;Conventionel;6;Cranberry litter;2;1.9096;2.2686;0.3605;
1171N;Belanger;10;Conventionel;6;Cranberry litter;2;1.8944;2.2488;0.3548;
1172N;Belanger;10;Conventionel;6;Cranberry litter;2;1.8945;2.2504;0.3567;
1173N;Belanger;10;Conventionel;6;Cranberry litter;2;1.9015;2.2661;0.3654;
1174N;Belanger;10;Conventionel;6;Cranberry litter;2;1.9035;2.2622;0.3578;
603G;Belanger;10;Conventionel;7;Green tea;1;1.757;2.116;0.36;0.7652
604G;Belanger;10;Conventionel;7;Green tea;1;1.779;2.141;0.362;0.7873
605G;Belanger;10;Conventionel;7;Green tea;1;1.781;2.145;0.371;0.7836
606G;Belanger;10;Conventionel;7;Green tea;1;1.781;2.147;0.367;0.7097
607G;Belanger;10;Conventionel;7;Green tea;1;1.767;2.132;0.365;0.7024
608G;Belanger;10;Conventionel;7;Green tea;1;1.784;2.149;0.365;0.791
609G;Belanger;10;Conventionel;7;Green tea;1;1.797;2.154;0.357;0.8418
610G;Belanger;10;Conventionel;7;Green tea;1;1.793;2.157;0.365;
611G;Belanger;10;Conventionel;7;Green tea;1;1.784;2.146;0.362;0.8665
612G;Belanger;10;Conventionel;7;Green tea;1;1.77;2.135;0.365;0.8243
613G;Belanger;10;Conventionel;7;Green tea;1;1.793;2.15;0.357;0.7396
614G;Belanger;10;Conventionel;7;Green tea;1;1.773;2.129;0.355;0.8041
615G;Belanger;10;Conventionel;7;Green tea;1;1.777;2.136;0.361;0.801
616G;Belanger;10;Conventionel;7;Green tea;1;1.781;2.1446;0.366;0.8418
617G;Belanger;10;Conventionel;7;Green tea;1;1.767;2.13;0.363;0.7663
618G;Belanger;10;Conventionel;7;Green tea;1;1.751;2.114;0.363;0.7856
619G;Belanger;10;Conventionel;7;Green tea;1;1.771;2.128;0.357;0.7866
620G;Belanger;10;Conventionel;7;Green tea;1;1.793;2.162;0.368;0.8768
621G;Belanger;10;Conventionel;7;Green tea;1;1.786;2.147;0.361;0.7456
622G;Belanger;10;Conventionel;7;Green tea;1;1.785;2.143;0.359;0.7025
1160S;Belanger;10;Conventionel;7;Rooibos tea;1;1.8974;2.2586;0.361;1.4131
1161S;Belanger;10;Conventionel;7;Rooibos tea;1;1.8947;2.2527;0.3589;1.3317
1162S;Belanger;10;Conventionel;7;Rooibos tea;1;1.9092;2.2666;0.3584;1.5132
1163S;Belanger;10;Conventionel;7;Rooibos tea;1;1.9054;2.2625;0.3573;1.4991
1164S;Belanger;10;Conventionel;7;Rooibos tea;1;1.8951;2.2528;0.3579;1.4059
1165S;Belanger;10;Conventionel;7;Rooibos tea;1;1.9242;2.2799;0.356;1.4117
1166S;Belanger;10;Conventionel;7;Rooibos tea;1;1.9081;2.2712;0.3636;1.2902
1167S;Belanger;10;Conventionel;7;Rooibos tea;1;1.8952;2.2499;0.3558;1.518
1168S;Belanger;10;Conventionel;7;Rooibos tea;1;1.9242;2.2836;0.3599;
1169S;Belanger;10;Conventionel;7;Rooibos tea;1;1.9039;2.2586;0.3544;1.3654
1170S;Belanger;10;Conventionel;7;Rooibos tea;1;1.9212;2.2766;0.3561;1.3848
1171S;Belanger;10;Conventionel;7;Rooibos tea;1;1.901;2.2624;0.362;
1172S;Belanger;10;Conventionel;7;Rooibos tea;1;1.9053;2.2652;0.3595;1.4325
1173S;Belanger;10;Conventionel;7;Rooibos tea;1;1.8953;2.2556;0.3608;1.4688
1174S;Belanger;10;Conventionel;7;Rooibos tea;1;1.9076;2.2704;0.3631;1.3749
1175S;Belanger;10;Conventionel;7;Rooibos tea;1;1.8959;2.2554;0.3611;1.4085
1176S;Belanger;10;Conventionel;7;Rooibos tea;1;1.9245;2.2842;0.3602;1.4761
1177S;Belanger;10;Conventionel;7;Rooibos tea;1;1.921;2.2829;0.3627;1.3225
1178S;Belanger;10;Conventionel;7;Rooibos tea;1;1.9064;2.2606;0.3545;1.428
1179S;Belanger;10;Conventionel;7;Rooibos tea;1;1.8923;2.2512;0.359;
1175N;Belanger;10;Conventionel;7;Cranberry litter;1;1.9113;2.271;0.3592;1.563
1176N;Belanger;10;Conventionel;7;Cranberry litter;1;1.9053;2.2576;0.3526;1.6453
1177N;Belanger;10;Conventionel;7;Cranberry litter;1;1.914;2.2752;0.3604;1.5722
1178N;Belanger;10;Conventionel;7;Cranberry litter;1;1.893;2.25;0.3566;1.4289
1179N;Belanger;10;Conventionel;7;Cranberry litter;1;1.9;2.258;0.3585;1.5127
1180N;Belanger;10;Conventionel;7;Cranberry litter;1;1.9102;2.2723;0.3613;1.5976
1181N;Belanger;10;Conventionel;7;Cranberry litter;1;1.9166;2.2768;0.3602;1.6671
1182N;Belanger;10;Conventionel;7;Cranberry litter;1;1.9067;2.2647;0.358;1.7253
1183N;Belanger;10;Conventionel;7;Cranberry litter;1;1.9193;2.28;0.3619;1.4392
1184N;Belanger;10;Conventionel;7;Cranberry litter;1;1.9123;2.2705;0.359;1.6
