IDEN_CLASS;IDEN_Fibres;Annee;Sorte_The;Profondeur_cm;Type_The;Variete;Type_Sachet;Entreprise;Tamis_mm;Broyage;Prelevement;Repetition;Producteur;Site;Batch_Fibres;Type_CTRL;MO_CTRL_calc__pourc;MS_CTRL_pourc;Fibres_CTRL_NDF_Initial_Poids_SachetVide_g;Fibres_CTRL_NDF_Initial_Poids_Total_g;Fibres_CTRL_NDF_Final_Poids_Total_g;Fibres_CTRL_Calcin_Poids_Echantillon_g;Fibres_CTRL_Calcin_Poids_Echantillon_pourc;Fibres_Blanc_NDF_Initial_Poids_g;Fibres_Blanc_NDF_Final_Poids_Total_g;Fibres_Blanc_Calcin_Poids_Echantillon_g;MO_calc_pourc;MS_pourc;DMS_pourc;Fibres_Initial_Poids_SachetVide_g;Fibres_Initial_Poids_Total_g;Fibres_NDF_Final_Poids_Total_g;Fibres_Calcin_Poids_Echantillon_g;Fibres_Calcin_Poids_Echantillon_pourc;NDF_CTRL_calc_pourc;NDF_calc_pourc;NDF_calc_ajust_pourc;Fibres_CTRL_ADF_Initial_Poids_Sachet_g;Fibres_CTRL_ADF_Initial_Poids_Total_g;Fibres_CTRL_ADF_Final_Poids_Total_g;Fibres_CTRL_ADF_Calcin_Poids_Echantillon_g;Fibres_CTRL_ADF_Calcin_Poids_Echantillon_pourc;Fibres_Blanc_ADF_Initial_Poids_Total_g;Fibres_Blanc_ADF_Final_Poids_Total_g;Fibres_ADF_Blanc_Calcin_Poids_Echantillon_g;Fibres_ADF_Final_Poids_Total_g;ADF_CTRL_calc_pourc;ADF_calc_pourc;ADF_calc_ajust_pourc;Fibres_CTRL_ADL_Initial_Poids_Sachet_g;Fibres_CTRL_ADL_Initial_Poids_Total_g;Fibres_CTRL_ADL_Final_Poids_Total_g;Fibres_CTRL_ADL_Calcin_Poids_Echantillon_g;Fibres_CTRL_ADL_Calcin_Poids_Echantillon_pourc;Fibres_Blanc_ADL_Initial_Poids_Total_g;Fibres_Blanc_ADL_Final_Poids_Total_g;Fibres_ADL_Blanc_Calcin_Poids_Echantillon_g;Fibres_ADL_Final_Poids_Total_g;ADL_CTRL_calc_pourc;ADL_calc_pourc;SOL_calc_pourc;HEM_calc_pourc;CEL_calc_pourc;LIC_calc_pourc;HOLO_calc_pourc;M_hydrolysable_pourc;CF_pourc;ISB_calc ;SucresSol_mgPg_MS
AFO_115;AFO_115;2007;3;0-20;Aucun;Cop;Aucun;Producteur;1;Broyeur;;231;f2(3-231)2mm.moy.spa;;;;;;;;;;;;;;71,4;96,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21,28;11,62;36,08;31,01;47,7;68,98;52,78;49,89;
AFO_116;AFO_116;2007;;20-40;Aucun;Cop;Aucun;Producteur;1;Broyeur;;232;f2(3-232)2mm.moy.spa;;;;;;;;;;;;;;76,35;95,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19,21;14,42;40,92;25,44;55,34;74,55;58,28;30,52;
AFO_117;AFO_117;2007;;40-60;Aucun;Cop;Aucun;Producteur;1;Broyeur;;233;f2(3-233)2mm.moy.spa;;;;;;;;;;;;;;75,63;96,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,89;8,77;41,89;26,45;50,66;73,55;62,94;27,09;
AFO_118;AFO_118;2007;;60-80;Aucun;Cop;Aucun;Producteur;1;Broyeur;;234;f2(3-234)2mm.moy.spa;;;;;;;;;;;;;;73,62;95,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,22;13,05;37,05;27,68;50,1;72,32;61,62;22,23;
AFO_119;AFO_119;2007;Fumier bovin frais copeaux printemps (a);;Aucun;Fum;Aucun;Producteur;1;Broyeur;;;f2(7a)2mm.moy.spa;;;;;;;;;;;;;;79,86;94,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,78;22,67;39,23;17,33;61,9;82,68;56,42;5,08;
AFO_120;AFO_120;2007;Fumier bovin frais copeaux printemps (b);;Aucun;Fum;Aucun;Producteur;1;Broyeur;;;f2(7b)2mm.moy.spa;;;;;;;;;;;;;;80,99;94,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,63;23,81;35,02;16,54;58,83;83,46;51,13;5,7;
AFO_121;AFO_121;2007;Fumier bovin frais copeaux printemps (c);;Aucun;Fum;Aucun;Producteur;1;Broyeur;;;f2(7c)2mm.moy.spa;;;;;;;;;;;;;;78,4;94,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,7;22,8;34,88;15,62;57,68;84,38;49,53;6,7;
AFO_122;AFO_122;2007;Fanes de patates Rep 1 2006;;Aucun;Pat;Aucun;Producteur;1;Broyeur;;;fanes patates r1 2006.moy.spa;;;;;;;;;;;;;;60,74;94,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,65;14,74;44,69;14,92;59,43;85,08;55,8;13,51;
AFO_123;AFO_123;2007;Fanes de patates Rep 2 2006;;Aucun;Pat;Aucun;Producteur;1;Broyeur;;;fanes patates r2 2006.moy.spa;;;;;;;;;;;;;;51,16;94,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,66;20,26;45,5;19,58;65,76;80,42;60,58;15,77;
AFO_124;AFO_124;2007;Foin mil 2006;;Aucun;Mill;Aucun;Producteur;1;Broyeur;;;foin mil 2006.moy.spa;;;;;;;;;;;;;;92,35;92,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31,79;29,44;32,33;6,44;61,77;93,56;37,68;-0,77;
AFO_125;AFO_125;2007;Foin trèfle 2007;;Aucun;Tref;Aucun;Producteur;1;Broyeur;;;foin trefle 2007.3.spa;;;;;;;;;;;;;;92,36;92,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43,55;15,65;25,64;15,16;41,29;84,84;34,9;21,88;
AFO_126;AFO_126;2007;Fumier de poule pondeuse;;Aucun;Fum;Aucun;Producteur;1;Broyeur;;;fumier poule pondeuse.moy.spa;;;;;;;;;;;;;;57,57;94,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67,47;17,8;9,98;4,76;27,78;95,25;22,87;-13,35;
AFO_127;AFO_127;2007;Lin 2007;;Aucun;Lin;Aucun;Producteur;1;Broyeur;;;lin 2007.moy.spa;;;;;;;;;;;;;;94,97;92,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18,43;15,98;49,34;16,25;65,32;83,75;62,58;11,16;
AFO_128;AFO_128;2007;Millet perlé (paille et grain) 2007;;Aucun;Mill;Aucun;Producteur;1;Broyeur;;;millet perle 2006.moy.spa;;;;;;;;;;;;;;93,03;92,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26,97;34,96;33,39;4,68;68,35;95,32;35,21;-0,21;
AFO_129;AFO_129;2007;Millet perlé 2006;;Aucun;Mill;Aucun;Producteur;1;Broyeur;;;millet perle (paille+grains)2007.moy.spa;;;;;;;;;;;;;;88,7;92,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21,9;34,07;39,71;4,32;73,78;95,68;44,57;-8,96;
AFO_130;AFO_130;2007;Moutarde blanche (fumier) 2006;;Aucun;Mou;Aucun;Producteur;1;Broyeur;;;moutarde blanche (fumier) 2006.moy.spa;;;;;;;;;;;;;;76,6;91,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37,31;15,48;36,87;10,33;52,35;89,66;45,55;7,16;
AFO_131;AFO_131;2007;Moutarde blanche (témoin) 2006;;Aucun;Mou;Aucun;Producteur;1;Broyeur;;;moutarde blanche (temoin) 2006.moy.spa;;;;;;;;;;;;;;84,16;92,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34,62;14,74;38,31;12,33;53,05;87,67;45,95;15,14;
AFO_132;AFO_132;2007;Moutarde brune 2006;;Aucun;Mou;Aucun;Producteur;1;Broyeur;;;moutarde brune 2006.moy.spa;;;;;;;;;;;;;;86,19;91,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,07;12,99;37,78;9,16;50,77;90,84;42,9;12,45;
AFO_133;AFO_133;2007;Fumier bovin frais copeaux hiver (a);;Aucun;Fum;Aucun;Producteur;1;Broyeur;;;nor1(4a)2mm.moy.spa;;;;;;;;;;;;;;84,67;93,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18,49;24,32;39,83;17,35;64,15;82,64;54,89;9,16;
AFO_134;AFO_134;2007;Fumier bovin frais copeaux hiver (b);;Aucun;Fum;Aucun;Producteur;1;Broyeur;;;nor1(4b)2mm.2.spa;;;;;;;;;;;;;;83,33;94,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,91;23,38;39,56;16,16;62,94;83,85;55,32;4,58;
AFO_135;AFO_135;2007;Fumier bovin frais copeaux hiver (c);;Aucun;Fum;Aucun;Producteur;1;Broyeur;;;nor2(5a)2mm.moy.spa;;;;;;;;;;;;;;82,24;93,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,65;23,59;37,89;15,87;61,48;84,13;53,03;5,42;
AFO_136;AFO_136;2007;Fumier bovin frais copeaux hiver (d);;Aucun;Fum;Aucun;Producteur;1;Broyeur;;;nor2(5b)2mm.moy.spa;;;;;;;;;;;;;;82,82;94,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,64;23,76;38,85;16,76;62,61;83,25;53,88;7,92;
AFO_137;AFO_137;2007;Orge (paille et grain) 2007 ;;Aucun;Orge;Aucun;Producteur;1;Broyeur;;;orge (paille+grains)2007.moy.spa;;;;;;;;;;;;;;96,24;93,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,78;31,62;36,77;6,84;68,39;93,17;40,15;3;
AFO_138;AFO_138;2007;Paille de blé 2005;;Aucun;Ble;Aucun;Producteur;1;Broyeur;;;paille ble 2005.moy.spa;;;;;;;;;;;;;;89,52;94,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,73;31,91;45,8;9,57;77,71;90,44;50,63;5,6;
AFO_139;AFO_139;2007;Paille d'orge 2006;;Aucun;Orge;Aucun;Producteur;1;Broyeur;;;paille orge 2006.moy.spa;;;;;;;;;;;;;;94,57;93,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19,14;30,97;40,86;9,03;71,83;90,97;46,01;4,72;
AFO_140;AFO_140;2007;Fumier frais biologique de porc sur litière;;Aucun;Fum;Aucun;Producteur;1;Broyeur;;;porc (fumier bio) 2007 2mm.moy.spa;;;;;;;;;;;;;;88,07;93,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31,91;32,85;27,36;7,88;60,21;92,12;32,05;4,57;
AFO_141;AFO_141;2007;Raygrass (paille et grain) 2007;;Aucun;;Aucun;Producteur;1;Broyeur;;232;f2(1-232)2mm.moy.spa;;;;;;;;;;;;;;70,83;94,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,6;28,55;35;10,85;63,55;89,15;41,78;8,43;
AFO_142;AFO_142;2007;Soya (paille et grain) 2007;;Aucun;Soya;Aucun;Producteur;1;Broyeur;;;soya (paille+grains)2007.moy.spa;;;;;;;;;;;;;;92,49;93,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44,56;16,9;27,62;10,92;44,52;89,08;35,86;11,2;
AFO_143;AFO_143;2007;Fumier bovin copeaux en amas hivernal (a);;Aucun;Fum;Aucun;Producteur;1;Broyeur;;;vir(3a)2mm.moy.spa;;;;;;;;;;;;;;76,67;94,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21,67;26,06;35,59;16,68;61,65;83,32;54,3;-0,63;
AFO_144;AFO_144;2007;Fumier bovin copeaux en amas hivernal (b);;Aucun;Fum;Aucun;Producteur;1;Broyeur;;;vir(3b)2mm.moy.spa;;;;;;;;;;;;;;76,75;94,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,19;23,42;37,14;17,26;60,56;82,75;53,9;5,98;
AFO_145;AFO_145;2007;Fumier bovin pailleux en amas hivernal (c);;Aucun;Fum;Aucun;Producteur;1;Broyeur;;;virxp(2a)2mm.moy.spa;;;;;;;;;;;;;;77,26;95,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,63;21,88;39,95;17,53;61,83;82,46;56,17;7,97;
AFO_146;AFO_146;2007;Fumier bovin pailleux en amas hivernal (d);;Aucun;Fum;Aucun;Producteur;1;Broyeur;;224;f2(3-224)2mm.moy.spa;;;;;;;;;;;;;;75,04;95,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19,14;23,08;40,39;17,4;63,47;82,61;55,36;9,81;
AFO_147;AFO_147;2007;Fumier bovin pailleux en amas hivernal (a);;Aucun;Fum;Aucun;Producteur;1;Broyeur;;;virxp++(1a)2mm.moy.spa;;;;;;;;;;;;;;69,62;94,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,13;24,57;40,08;13,23;64,65;86,78;49,33;10,12;
AFO_148;AFO_148;2007;Fumier bovin pailleux en amas hivernal (b);;Aucun;Fum;Aucun;Producteur;1;Broyeur;;;;;;;;;;;;;;;;;67,66;95,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,72;26,61;39,95;12,72;66,56;87,28;49,89;6,44;
DUG_001;DUG_001;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;1;;BARA;;;;;;;;;;;;;65,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,9;;
DUG_002;DUG_002;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;2;;BARA;;;;;;;;;;;;;78,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,3;;
DUG_003;DUG_003;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;3;;BARA;;;;;;;;;;;;;84,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,1;;
DUG_004;DUG_004;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;4;;BREI;;;;;;;;;;;;;78,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,6;;
DUG_005;DUG_005;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;5;;BROR;;;;;;;;;;;;;63,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;
DUG_006;DUG_006;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;6;;CAMS;;;;;;;;;;;;;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,3;;
DUG_007;DUG_007;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;7;;CAMS;;;;;;;;;;;;;29,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39,1;;
DUG_008;DUG_008;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;8;;CEGM;;;;;;;;;;;;;86,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,7;;
DUG_009;DUG_009;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;9;;DELF;;;;;;;;;;;;;85,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;
DUG_010;DUG_010;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;10;;DELF;;;;;;;;;;;;;84,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,8;;
DUG_011;DUG_011;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;11;;DELF;;;;;;;;;;;;;78,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,2;;
DUG_012;DUG_012;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;12;;GUEA;;;;;;;;;;;;;79,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;
DUG_013;DUG_013;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;13;;GUEJ;;;;;;;;;;;;;79,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,7;;
DUG_014;DUG_014;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;14;;GUIA;;;;;;;;;;;;;62,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,1;;
DUG_015;DUG_015;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;15;;GUIA;;;;;;;;;;;;;51,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,4;;
DUG_016;DUG_016;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;16;;GUIF;;;;;;;;;;;;;47,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,3;;
DUG_017;DUG_017;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;17;;ISAB;;;;;;;;;;;;;51,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,4;;
DUG_018;DUG_018;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;18;;ISAB;;;;;;;;;;;;;64,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,3;;
DUG_019;DUG_019;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;19;;JSTC;;;;;;;;;;;;;79,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,8;;
DUG_020;DUG_020;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;20;;LAFI;;;;;;;;;;;;;68,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18,5;;
DUG_021;DUG_021;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;21;;LECL;;;;;;;;;;;;;81,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,7;;
DUG_022;DUG_022;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;22;;LECL;;;;;;;;;;;;;84,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19,2;;
DUG_023;DUG_023;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;23;;LEFO;;;;;;;;;;;;;80,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,8;;
DUG_024;DUG_024;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;24;;LEFO;;;;;;;;;;;;;73,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21,1;;
DUG_025;DUG_025;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;25;;LEFO;;;;;;;;;;;;;81,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;
DUG_026;DUG_026;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;26;;LEFO;;;;;;;;;;;;;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,7;;
DUG_027;DUG_027;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;27;;PERD;;;;;;;;;;;;;64,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,8;;
DUG_028;DUG_028;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;28;;SORJ;;;;;;;;;;;;;40,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30,3;;
DUG_029;DUG_029;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;29;;VANH;;;;;;;;;;;;;77,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,6;;
DUG_030;DUG_030;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;30;;VANH;;;;;;;;;;;;;76,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;
DUG_031;DUG_031;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;31;;VANW;;;;;;;;;;;;;81,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,6;;
DUG_032;DUG_032;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;32;;VANW;;;;;;;;;;;;;60,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,8;;
DUG_033;DUG_033;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;33;;VERN;;;;;;;;;;;;;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;
DUG_034;DUG_034;2014;Duguet;;Aucun;SolOrg;Aucun;Producteur;1;Broyeur;;34;;VERN;;;;;;;;;;;;;75,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,4;;
AC_110_2;AC_110_2;2014;Agriculture_Canada;;Aucun;TerresMarg;Aucun;Producteur;1;Broyeur;;0;;v1 000 1x4cm1 2010 terres marginales 110 coupe2.spa;;;;;;;;;;;;;91,78737396;95,46403021;81,44;;;;;;;42,96;;;;;;;;;;;;35,15;;;;;;;;;;;;7,337587551;57,04;7,81;27,81241245;7,337587551;35,62241245;92,66241245;;;55,37
AC_201_1;AC_201_1;2014;Agriculture_Canada;;Aucun;TerresMarg;Aucun;Producteur;1;Broyeur;;0;;v1 000 1x4cm1 2010 terres marginales 201 coupe1.spa;;;;;;;;;;;;;89,63905514;82,23294924;74,88;;;;;;;46,59;;;;;;;;;;;43,6903563;38,14;;;;;;;;;;;;10,53436335;53,41;8,45;27,60563665;10,53436335;36,05563665;89,46563665;;;59,57
AC_004_1;AC_004_1;2014;Agriculture_Canada;;Aucun;TerresMarg;Aucun;Producteur;1;Broyeur;;1;;v1 001 1x4cm1 2010 terres marginales 4 coupe1.spa;;;;;;;;;;;;;94,20515231;96,04449938;68,76;;;;;;;64,67;;;;;;;;;;;41,53870648;40,79;;;;;;;;;;;;6,397951876;35,33;23,88;34,39204812;6,397951876;58,27204812;93,60204812;;;114,47
AC_007_1;AC_007_1;2014;Agriculture_Canada;;Aucun;TerresMarg;Aucun;Producteur;1;Broyeur;;3;;v1 003 1x4cm1 2010 terres marginales 7 coupe1.spa;;;;;;;;;;;;;92,72557739;95,51738158;72,09;;;;;;;59,94;;;;;;;;;;;49,92769646;39,08;;;;;;;;;;;;6,028714879;40,06;20,86;33,05128512;6,028714879;53,91128512;93,97128512;;;126,46
AC_012_1;AC_012_1;2014;Agriculture_Canada;;Aucun;TerresMarg;Aucun;Producteur;1;Broyeur;;4;;v1 004 1x4cm1 2010 terres marginales 12 coupe1.spa;;;;;;;;;;;;;92,68625165;94,17475728;65,01;;;;;;;68,16;;;;;;;;;;;40,60813275;38,87;;;;;;;;;;;;5,286984582;31,84;29,29;33,58301542;5,286984582;62,87301542;94,71301542;;;69,78
AC_013_1;AC_013_1;2014;Agriculture_Canada;;Aucun;TerresMarg;Aucun;Producteur;1;Broyeur;;5;;v1 005 1x4cm1 2010 terres marginales 13 coupe1.spa;;;;;;;;;;;;;92,33997285;95,66573121;68,74;;;;;;;62,47;;;;;;;;;;;35,60193049;37,93;;;;;;;;;;;;4,87699502;37,53;24,54;33,05300498;4,87699502;57,59300498;95,12300498;;;101,13
AC_014_1;AC_014_1;2014;Agriculture_Canada;;Aucun;TerresMarg;Aucun;Producteur;1;Broyeur;;6;;v1 006 1x4cm1 2010 terres marginales 14 coupe1.spa;;;;;;;;;;;;;93,26682021;95,09965071;63,18;;;;;;;67,97;;;;;;;;;;;;41,06;;;;;;;;;;;;4,973047167;32,03;26,91;36,08695283;4,973047167;62,99695283;95,02695283;;;77,33
AC_017_1;AC_017_1;2014;Agriculture_Canada;;Aucun;TerresMarg;Aucun;Producteur;1;Broyeur;;7;;v1 007 1x4cm1 2010 terres marginales 17 coupe1.spa;;;;;;;;;;;;;91,85782744;98,49856026;67,2;;;;;;;66,26;;;;;;;;;;;;39,21;;;;;;;;;;;;4,686752592;33,74;27,05;34,52324741;4,686752592;61,57324741;95,31324741;;;89,19
AC_030_1;AC_030_1;2014;Agriculture_Canada;;Aucun;TerresMarg;Aucun;Producteur;1;Broyeur;;8;;v1 008 1x4cm1 2010 terres marginales 30 coupe1.spa;;;;;;;;;;;;;92,61460375;93,74008769;73,45;;;;;;;59,26;;;;;;;;;;;;39,83;;;;;;;;;;;;6,112761007;40,74;19,43;33,71723899;6,112761007;53,14723899;93,88723899;;;116,64
AC_043_1;AC_043_1;2014;Agriculture_Canada;;Aucun;TerresMarg;Aucun;Producteur;1;Broyeur;;9;;v1 009 1x4cm1 2010 terres marginales 43 coupe1.spa;;;;;;;;;;;;;92,65962717;94,87059557;67,15;;;;;;;66,09;;;;;;;;;;;;39,57;;;;;;;;;;;;5,056033942;33,91;26,52;34,51396606;5,056033942;61,03396606;94,94396606;;;48,92
AC_045_1;AC_045_1;2014;Agriculture_Canada;;Aucun;TerresMarg;Aucun;Producteur;1;Broyeur;;10;;v1 010 1x4cm1 2010 terres marginales 45 coupe1.spa;;;;;;;;;;;;;93,52169458;96,03642761;74,21;;;;;;;63,95;;;;;;;;;;;;37,7;;;;;;;;;;;;5,199746747;36,05;26,25;32,50025325;5,199746747;58,75025325;94,80025325;;;78,88
AC_049_1;AC_049_1;2014;Agriculture_Canada;;Aucun;TerresMarg;Aucun;Producteur;1;Broyeur;;11;;v1 011 1x4cm1 2010 terres marginales 49 coupe1.spa;;;;;;;;;;;;;91,09184391;97,53739697;67,83;;;;;;;62,58;;;;;;;;;;;;40,7;;;;;;;;;;;;7,807992519;37,42;21,88;32,89200748;7,807992519;54,77200748;92,19200748;;;96,97
AC_050_1;AC_050_1;2014;Agriculture_Canada;;Aucun;TerresMarg;Aucun;Producteur;1;Broyeur;;12;;v1 012 1x4cm1 2010 terres marginales 50 coupe1.spa;;;;;;;;;;;;;93,70800775;95,25338002;73,5;;;;;;;62,68;;;;;;;;;;;;38,56;;;;;;;;;;;;6,112475343;37,32;24,12;32,44752466;6,112475343;56,56752466;93,88752466;;;112,88
AC_053_1;AC_053_1;2014;Agriculture_Canada;;Aucun;TerresMarg;Aucun;Producteur;1;Broyeur;;13;;v1 013 1x4cm1 2010 terres marginales 53 coupe1.spa;;;;;;;;;;;;;93,79776581;98,12538414;68,67;;;;;;;64,12;;;;;;;;;;;;40,29;;;;;;;;;;;;6,21719232;35,88;23,83;34,07280768;6,21719232;57,90280768;93,78280768;;;77,73
AC_058_1;AC_058_1;2014;Agriculture_Canada;;Aucun;TerresMarg;Aucun;Producteur;1;Broyeur;;14;;v1 014 1x4cm1 2010 terres marginales 58 coupe1.spa;;;;;;;;;;;;;93,81304914;94,73025149;61,57;;;;;;;68,37;;;;;;;;;;;;40,54;;;;;;;;;;;;5,670118161;31,63;27,83;34,86988184;5,670118161;62,69988184;94,32988184;;;91,82
