IDEN_CLASS;IDEN_Fibres;Annee;Sorte_The;Profondeur_cm;Type_The;Variete;Type_Sachet;Entreprise;Tamis_mm;Broyage;Prelevement;Repetition;Producteur;Site;Batch_Fibres;Type_CTRL;MO_CTRL_calc__pourc;MS_CTRL_pourc;Fibres_CTRL_NDF_Initial_Poids_SachetVide_g;Fibres_CTRL_NDF_Initial_Poids_Total_g;Fibres_CTRL_NDF_Final_Poids_Total_g;Fibres_CTRL_Calcin_Poids_Echantillon_g;Fibres_CTRL_Calcin_Poids_Echantillon_pourc;Fibres_Blanc_NDF_Initial_Poids_g;Fibres_Blanc_NDF_Final_Poids_Total_g;Fibres_Blanc_Calcin_Poids_Echantillon_g;MO_calc_pourc;MS_pourc;DMS_pourc;Fibres_Initial_Poids_SachetVide_g;Fibres_Initial_Poids_Total_g;Fibres_NDF_Final_Poids_Total_g;Fibres_Calcin_Poids_Echantillon_g;Fibres_Calcin_Poids_Echantillon_pourc;NDF_CTRL_calc_pourc;NDF_calc_pourc;NDF_calc_ajust_pourc;Fibres_CTRL_ADF_Initial_Poids_Sachet_g;Fibres_CTRL_ADF_Initial_Poids_Total_g;Fibres_CTRL_ADF_Final_Poids_Total_g;Fibres_CTRL_ADF_Calcin_Poids_Echantillon_g;Fibres_CTRL_ADF_Calcin_Poids_Echantillon_pourc;Fibres_Blanc_ADF_Initial_Poids_Total_g;Fibres_Blanc_ADF_Final_Poids_Total_g;Fibres_ADF_Blanc_Calcin_Poids_Echantillon_g;Fibres_ADF_Final_Poids_Total_g;ADF_CTRL_calc_pourc;ADF_calc_pourc;ADF_calc_ajust_pourc;Fibres_CTRL_ADL_Initial_Poids_Sachet_g;Fibres_CTRL_ADL_Initial_Poids_Total_g;Fibres_CTRL_ADL_Final_Poids_Total_g;Fibres_CTRL_ADL_Calcin_Poids_Echantillon_g;Fibres_CTRL_ADL_Calcin_Poids_Echantillon_pourc;Fibres_Blanc_ADL_Initial_Poids_Total_g;Fibres_Blanc_ADL_Final_Poids_Total_g;Fibres_ADL_Blanc_Calcin_Poids_Echantillon_g;Fibres_ADL_Final_Poids_Total_g;ADL_CTRL_calc_pourc;ADL_calc_pourc;SOL_calc_pourc;HEM_calc_pourc;CEL_calc_pourc;LIC_calc_pourc;HOLO_calc_pourc;M_hydrolysable_pourc;CF_pourc;ISB_calc ;SucresSol_mgPg_MS
4,9;CE 4;2014;Avoine + Vesce velue (Av + Vv);;Aucun;AvVv;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4665;0,4649;0,0064;99,06763285;94,66666667;;0,5187;1,035;0,8036;0,00965;0,93236715;#DIV/0!;58,53469265;#DIV/0!;;;;;;0,511766667;0,5123;0,002966667;0,6758;#DIV/0!;30,95290465;#DIV/0!;;;;;;0,52895;0,5289;0,00185;0,54395;;3,613957214;41,46530735;27,581788;27,33894744;3,613957214;54,92073544;96,38604279;;;
5,1;CE 5;2014;Avoine + Gesce commune (Av + Gc);;Aucun;AvGc;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4805;0,4793;0,0032;98,38630807;94,80519481;;0,4759;1,0225;0,7442;0,0165;1,613691932;#DIV/0!;50,24851422;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;49,75148578;;;;;;;;
5,2;CE 5;2014;Avoine + Gesce commune (Av + Gc);;Aucun;AvGc;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4805;0,4793;0,0032;98,31754013;94,80519481;;0,4849;1,0342;0,7543;0,0174;1,682459872;#DIV/0!;50,07995096;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;49,92004904;;;;;;;;
5,3;CE 5;2014;Avoine + Gesce commune (Av + Gc);;Aucun;AvGc;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4805;0,4793;0,0032;98,06739346;94,80519481;;0,4792;1,009;0,7585;0,0195;1,932606541;#DIV/0!;53,63629308;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;46,36370692;;;;;;;;
5,4;CE 5;2014;Avoine + Gesce commune (Av + Gc);;Aucun;AvGc;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4805;0,4793;0,0032;99,76094152;94,80519481;;0,5432;1,0876;0,8067;0,0026;0,239058477;#DIV/0!;51,55641554;#DIV/0!;;;;;;0,511766667;0,5123;0,002966667;0,6963;#DIV/0!;29,6960256;#DIV/0!;;;;;;;;;;;;48,44358446;21,86038994;;;;;;;
5,5;CE 5;2014;Avoine + Gesce commune (Av + Gc);;Aucun;AvGc;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4805;0,4793;0,0032;99,84371948;94,80519481;;0,5412;1,0238;0,8206;0,0016;0,156280524;#DIV/0!;61,80876087;#DIV/0!;;;;;;0,511766667;0,5123;0,002966667;0,6769;#DIV/0!;29,88139781;#DIV/0!;;;;;;;;;;;;38,19123913;31,92736305;;;;;;;
5,6;CE 5;2014;Avoine + Gesce commune (Av + Gc);;Aucun;AvGc;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4805;0,4793;0,0032;99,98074145;94,80519481;;0,5291;1,0385;0,8003;0,0002;0,019258546;#DIV/0!;57,06211519;#DIV/0!;;;;;;0,511766667;0,5123;0,002966667;0,6639;#DIV/0!;28,37667725;#DIV/0!;;;;;;;;;;;;42,93788481;28,68543794;;;;;;;
5,7;CE 5;2014;Avoine + Gesce commune (Av + Gc);;Aucun;AvGc;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4805;0,4793;0,0032;99,20961455;94,80519481;;0,4532;0,9236;0,8146;0,0073;0,790385448;#DIV/0!;81,01274509;#DIV/0!;;;;;;0,511766667;0,5123;0,002966667;0,6815;#DIV/0!;50,51418766;#DIV/0!;;;;;;0,52895;0,5289;0,00185;0,47;;2,575009124;18,98725491;30,49855743;47,93917854;2,575009124;78,43773597;97,42499088;;;
5,8;CE 5;2014;Avoine + Gesce commune (Av + Gc);;Aucun;AvGc;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4805;0,4793;0,0032;99,19664511;94,80519481;;0,455;0,9896;0,8359;0,00795;0,803354891;#DIV/0!;75,04348261;#DIV/0!;;;;;;0,511766667;0,5123;0,002966667;0,7017;#DIV/0!;47,98392093;#DIV/0!;;;;;;0,52895;0,5289;0,00185;0,4761;;2,99210385;24,95651739;27,05956168;44,99181708;2,99210385;72,05137876;97,00789615;;;
5,9;CE 5;2014;Avoine + Gesce commune (Av + Gc);;Aucun;AvGc;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4805;0,4793;0,0032;99,55086693;94,80519481;;0,4512;0,9574;0,8036;0,0043;0,449133069;#DIV/0!;73,76827647;#DIV/0!;;;;;;0,511766667;0,5123;0,002966667;0,6758;#DIV/0!;46,63467442;#DIV/0!;;;;;;0,52895;0,5289;0,00185;0,47045;;3,525422041;26,23172353;27,13360206;43,10925237;3,525422041;70,24285443;96,47457796;;;
R5.7;CE 5;2014;Avoine + Gesce commune (Av + Gc);;Aucun;AvGc;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,514933333;0,512933333;0,0041;100;94,80519481;;0,47;0,9229;0,6985;0;;#DIV/0!;54,59719822;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;45,40280178;;;;;;;;
R5.8;CE 5;2014;Avoine + Gesce commune (Av + Gc);;Aucun;AvGc;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,514933333;0,512933333;0,0041;100;94,80519481;;0,4712;0,988;0,7337;0;;#DIV/0!;54,78688867;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;45,21311133;;;;;;;;
R5.9;CE 5;2014;Avoine + Gesce commune (Av + Gc);;Aucun;AvGc;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,514933333;0,512933333;0,0041;100;94,80519481;;0,4665;0,9782;0,7255;0;;#DIV/0!;54,60770075;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;45,39229925;;;;;;;;
6,1;CE 6;2014;Pois;;Aucun;Pf;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4711;0,47;0,0022;98,45182318;97,82608696;;0,4395;0,9818;0,7063;0,0152;1,548176818;#DIV/0!;48,78946484;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;51,21053516;;;;;;;;
6,2;CE 6;2014;Pois;;Aucun;Pf;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4711;0,47;0,0022;98,46974731;97,82608696;;0,4517;0,9933;0,7127;0,0152;1,530252693;#DIV/0!;47,73738045;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;52,26261955;;;;;;;;
6,3;CE 6;2014;Pois;;Aucun;Pf;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4711;0,47;0,0022;98,49289819;97,82608696;;0,4567;0,9223;0,6829;0,0139;1,507101811;#DIV/0!;48,05166616;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;51,94833384;;;;;;;;
R6.1;CE 6;2014;Pois;;Aucun;Pf;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,5176;0,478933333;0;99,68477461;97,82608696;;0,462;0,9517;0,6888;0,003;0,315225386;#DIV/0!;54,0919798;#DIV/0!;;;;;;0,514933333;0,512933333;0,0041;;#DIV/0!;-96,13885958;#DIV/0!;;;;;;;;;;;;45,9080202;150,2308394;;;;;;;
R6.2;CE 6;2014;Pois;;Aucun;Pf;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,5176;0,478933333;0;99,47548921;97,82608696;;0,4721;0,9914;0,7154;0,0052;0,524510793;#DIV/0!;54,09511196;#DIV/0!;;;;;;0,514933333;0,512933333;0,0041;;#DIV/0!;-93,27591133;#DIV/0!;;;;;;;;;;;;45,90488804;147,3710233;;;;;;;
R6.3;CE 6;2014;Pois;;Aucun;Pf;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,5176;0,478933333;0;98,61645688;97,82608696;;0,4475;0,9613;0,6864;0,0133;1,383543119;#DIV/0!;52,25787867;#DIV/0!;;;;;;0,514933333;0,512933333;0,0041;;#DIV/0!;-91,78608844;#DIV/0!;;;;;;;;;;;;47,74212133;144,0439671;;;;;;;
6,4;CE 6;2014;Pois;;Aucun;Pf;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4711;0,47;0,0022;99,68341072;97,82608696;;0,4548;0,9476;0,6935;0,003;0,316589278;#DIV/0!;49,72564959;#DIV/0!;;;;;;0,5149;0,5129;0,002966667;0,6168;#DIV/0!;34,07128718;#DIV/0!;;;;;;;;;;;;50,27435041;15,65436241;;;;;;;
6,5;CE 6;2014;Pois;;Aucun;Pf;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4711;0,47;0,0022;99,16195037;97,82608696;;0,45;0,9188;0,681;0,0077;0,83804963;#DIV/0!;49,81706361;#DIV/0!;;;;;;0,5149;0,5129;0,002966667;0,6025;#DIV/0!;32,87730395;#DIV/0!;;;;;;;;;;;;50,18293639;16,93975966;;;;;;;
6,6;CE 6;2014;Pois;;Aucun;Pf;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4711;0,47;0,0022;99,10013603;97,82608696;;0,4938;0,9557;0,7126;0,0086;0,899863974;#DIV/0!;47,69016106;#DIV/0!;;;;;;0,5149;0,5129;0,002966667;0,6385;#DIV/0!;31,48437796;#DIV/0!;;;;;;;;;;;;52,30983894;16,2057831;;;;;;;
R6.4;CE 6;2014;Pois;;Aucun;Pf;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,5176;0,478933333;0;99,18904404;97,82608696;;0,4538;0,931;0,6816;0,00755;0,810955961;#DIV/0!;54,88734968;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;45,11265032;;;;;;;;
R6.5;CE 6;2014;Pois;;Aucun;Pf;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,5176;0,478933333;0;99,24675325;97,82608696;;0,4458;0,9625;0,6908;0,00725;0,753246753;#DIV/0!;54,03120647;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;45,96879353;;;;;;;;
R6.6;CE 6;2014;Pois;;Aucun;Pf;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,5176;0,478933333;0;99,24700338;97,82608696;;0,4571;0,9761;0,702;0,00735;0,752996619;#DIV/0!;53,91946109;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;46,08053891;;;;;;;;
6,7;CE 6;2014;Pois;;Aucun;Pf;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4711;0,47;0,0022;98,87428688;97,82608696;;0,5017;0,9816;0,731;0,01105;1,125713121;#DIV/0!;47,74446106;#DIV/0!;;;;;;0,5149;0,5129;0,002966667;0,6669;#DIV/0!;34,26785424;#DIV/0!;;;;;;0,514775;0,5147;0,001175;0,5442;;7,044232076;52,25553894;13,47660682;27,22362216;7,044232076;40,70022898;92,95576792;;;
6,8;CE 6;2014;Pois;;Aucun;Pf;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4711;0,47;0,0022;98,86985607;97,82608696;;0,5131;0,9866;0,7368;0,01115;1,130143929;#DIV/0!;47,15315497;#DIV/0!;;;;;;0,5149;0,5129;0,002966667;0,6778;#DIV/0!;34,61124393;#DIV/0!;;;;;;0,514775;0,5147;0,001175;0,5514;;6,201204319;52,84684503;12,54191104;28,41003962;6,201204319;40,95195065;93,79879568;;;
6,9;CE 6;2014;Pois;;Aucun;Pf;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4711;0,47;0,0022;99,28858645;97,82608696;;0,4914;0,9699;0,7208;0,0069;0,711413548;#DIV/0!;48,59360763;#DIV/0!;;;;;;0,5149;0,5129;0,002966667;0,6567;#DIV/0!;35,13053545;#DIV/0!;;;;;;0,514775;0,5147;0,001175;0,5321;;7,540668871;51,40639237;13,46307218;27,58986658;7,540668871;41,05293876;92,45933113;;;
R6.7;CE 6;2014;Pois;;Aucun;Pf;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,5176;0,478933333;0;99,06648688;97,82608696;;0,4581;0,9641;0,6872;0,009;0,933513121;#DIV/0!;51,86228118;#DIV/0!;;;;;;0,5149;0,5129;0,002966667;0,6669;#DIV/0!;41,71181788;#DIV/0!;;;;;;0,514775;0,5147;0,0012;0,49275;;5,488966026;48,13771882;10,1504633;36,22285185;5,488966026;46,37331515;94,51103397;;;
R6.8;CE 6;2014;Pois;;Aucun;Pf;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,5176;0,478933333;0;99,10371982;97,82608696;;0,4768;0,9651;0,7041;0,00865;0,896280178;#DIV/0!;53,71080126;#DIV/0!;;;;;;0,5149;0,5129;0,002966667;0,6778;#DIV/0!;41,64919;#DIV/0!;;;;;;0,514775;0,5147;0,0012;0,5096;;5,369515271;46,28919874;12,06161127;36,27967473;5,369515271;48,34128599;94,63048473;;;
R6.9;CE 6;2014;Pois;;Aucun;Pf;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,5176;0,478933333;0;99,15735939;97,82608696;;0,5047;1,0028;0,7286;0,00845;0,842640606;#DIV/0!;52,3946425;#DIV/0!;;;;;;0,5149;0,5129;0,002966667;0,6567;#DIV/0!;30,73004143;#DIV/0!;;;;;;0,514775;0,5147;0,0012;0,5374;;5,282561944;47,6053575;21,66460107;25,44747949;5,282561944;47,11208056;94,71743806;;;
7,1;CE 7;2014;Avoine;;Aucun;Av;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4895;0,488;0,0078;98,86282871;96,36363636;;0,509;0,9849;0,8168;0,0112;1,137171286;#DIV/0!;67,48424397;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;32,51575603;;;;;;;;
7,2;CE 7;2014;Avoine;;Aucun;Av;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4895;0,488;0,0078;98,58118199;96,36363636;;0,4924;0,9374;0,7812;0,0133;1,418818007;#DIV/0!;67,37306791;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;32,62693209;;;;;;;;
7,3;CE 7;2014;Avoine;;Aucun;Av;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4895;0,488;0,0078;98,39126688;96,36363636;;0,5058;1,0443;0,8;0,0168;1,608733123;#DIV/0!;56,16269105;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;43,83730895;;;;;;;;
R7.1;CE 7;2014;Avoine;;Aucun;Av;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,5105;0,5104;0,0029;98,55822926;96,36363636;;0,509;0,9849;0,7828;0,0142;1,441770738;#DIV/0!;58,09950854;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;41,90049146;;;;;;;;
R7.2;CE 7;2014;Avoine;;Aucun;Av;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,5105;0,5104;0,0029;98,58118199;96,36363636;;0,4924;0,9374;0,7493;0,0133;1,418818007;#DIV/0!;58,33371237;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;41,66628763;;;;;;;;
R7.3;CE 7;2014;Avoine;;Aucun;Av;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,5105;0,5104;0,0029;98,7455712;96,36363636;;0,5058;1,0443;0,8163;0,0131;1,254428804;#DIV/0!;58,62489572;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;41,37510428;;;;;;;;
7,4;CE 7;2014;Avoine;;Aucun;Av;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4895;0,488;0,0078;99,96981588;96,36363636;;0,514;0,9939;0,7616;0,0003;0,030184123;#DIV/0!;55,52018161;#DIV/0!;;;;;;0,514933333;0,512933333;0,0041;0,6277;#DIV/0!;25,84770024;#DIV/0!;;;;;;;;;;;;44,47981839;29,67248137;;;;;;;
7,5;CE 7;2014;Avoine;;Aucun;Av;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4895;0,488;0,0078;99,53343701;96,36363636;;0,5303;1,0288;0,7514;0,0048;0,466562986;#DIV/0!;47,20982244;#DIV/0!;;;;;;0,514933333;0,512933333;0,0041;0,6182;#DIV/0!;18,66843886;#DIV/0!;;;;;;;;;;;;52,79017756;28,54138358;;;;;;;
7,6;CE 7;2014;Avoine;;Aucun;Av;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4895;0,488;0,0078;99,60305647;96,36363636;;0,5173;1,0077;0,7264;0,004;0,396943535;#DIV/0!;45,56810839;#DIV/0!;;;;;;0,514933333;0,512933333;0,0041;0,5918;#DIV/0!;16,2758836;#DIV/0!;;;;;;;;;;;;54,43189161;29,29222478;;;;;;;
R7.4;CE 7;2014;Avoine;;Aucun;Av;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,5105;0,5104;0,0029;99,51705403;96,36363636;;0,514;0,9939;0,7873;0,0048;0,48294597;#DIV/0!;58,99422352;#DIV/0!;;;;;;0,514933333;0,512933333;0,0041;0,6437;#DIV/0!;28,46412489;#DIV/0!;;;;;;;;;;;;41,00577648;30,53009863;;;;;;;
R7.5;CE 7;2014;Avoine;;Aucun;Av;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,5105;0,5104;0,0029;99,42651633;96,36363636;;0,5303;1,0288;0,8134;0,0059;0,57348367;#DIV/0!;58,66695893;#DIV/0!;;;;;;0,514933333;0,512933333;0,0041;0,6671;#DIV/0!;28,6965152;#DIV/0!;;;;;;;;;;;;41,33304107;29,97044374;;;;;;;
R7.6;CE 7;2014;Avoine;;Aucun;Av;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,5105;0,5104;0,0029;99,5732857;96,36363636;;0,5173;1,0077;0,7998;0,0043;0,4267143;#DIV/0!;59,76004197;#DIV/0!;;;;;;0,514933333;0,512933333;0,0041;0,654;#DIV/0!;29,43554739;#DIV/0!;;;;;;;;;;;;40,23995803;30,32449458;;;;;;;
7,7;CE 7;2014;Avoine;;Aucun;Av;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4895;0,488;0,0078;99,22647864;96,36363636;;0,4786;0,9502;0,7412;0,00735;0,773521364;#DIV/0!;58,65950227;#DIV/0!;;;;;;0,514933333;0,512933333;0,0041;0,6669;#DIV/0!;41,44912649;#DIV/0!;;;;;;0,514775;0,5147;0,0012;0,4963;;2,576804451;41,34049773;17,21037578;38,87232204;2,576804451;56,08269781;97,42319555;;;
7,8;CE 7;2014;Avoine;;Aucun;Av;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4895;0,488;0,0078;99,30825989;96,36363636;;0,4804;0,9758;0,757;0,00675;0,691740111;#DIV/0!;58,87618915;#DIV/0!;;;;;;0,514933333;0,512933333;0,0041;0,6778;#DIV/0!;41,47286334;#DIV/0!;;;;;;0,514775;0,5147;0,0012;0,4988;;2,725258367;41,12381085;17,40332581;38,74760497;2,725258367;56,15093078;97,27474163;;;
7,9;CE 7;2014;Avoine;;Aucun;Av;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,4895;0,488;0,0078;99,77883096;96,36363636;;0,4837;0,9495;0,7448;0,0021;0,221169036;#DIV/0!;59,90193158;#DIV/0!;;;;;;0,514933333;0,512933333;0,0041;0,6567;#DIV/0!;39,4933921;#DIV/0!;;;;;;0,514775;0,5147;0,0012;0,49995;;3,44307598;40,09806842;20,40853948;36,05031612;3,44307598;56,4588556;96,55692402;;;
R7.7;CE 7;2014;Avoine;;Aucun;Av;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,5105;0,5104;0,0029;99,34662666;96,36363636;;0,5266;1,0331;0,8173;0,00675;0,653373342;#DIV/0!;59,17867639;#DIV/0!;;;;;;0,514933333;0,512933333;0,0041;0,6251;#DIV/0!;20,18906219;#DIV/0!;;;;;;0,514775;0,5147;0,0012;0,53825;;1,2738326;40,82132361;38,9896142;18,91522959;1,2738326;57,90484379;98,7261674;;;
R7.8;CE 7;2014;Avoine;;Aucun;Av;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,5105;0,5104;0,0029;99,47794692;96,36363636;;0,5329;1,0248;0,8128;0,00535;0,522053084;#DIV/0!;58,86149405;#DIV/0!;;;;;;0,514933333;0,512933333;0,0041;0,6408;#DIV/0!;23,05641384;#DIV/0!;;;;;;0,514775;0,5147;0,0012;0,54485;;1,670626452;41,13850595;35,8050802;21,38578739;1,670626452;57,19086759;98,32937355;;;
R7.9;CE 7;2014;Avoine;;Aucun;Av;Aucun;Producteur;1;Broyeur;;;Arômes de la terre;;;;100;;;;;0;;0,5105;0,5104;0,0029;100;96,36363636;;0,5247;0,9802;0,7816;0;0;#DIV/0!;59,21195032;#DIV/0!;;;;;;0,514933333;0,512933333;0,0041;0,6697;#DIV/0!;34,43276662;#DIV/0!;;;;;;0,514775;0,5147;0,0012;0,5349;;2,614603612;40,78804968;24,7791837;31,81816301;2,614603612;56,59734671;97,38539639;;;
8,1;CE 8;2014;Avoine + Vesce commune (Av + Vc);;Aucun;AvVc;Aucun;Producteur;1;Broyeur;;;Campagnipol;;;;100;;;;;0;;0,4845;0,4849;0,0039;94,61649783;94,54545455;;0,5017;1,0365;0,754;0,0558;5,383502171;#DIV/0!;41,80230577;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;58,19769423;;;;;;;;
8,2;CE 8;2014;Avoine + Vesce commune (Av + Vc);;Aucun;AvVc;Aucun;Producteur;1;Broyeur;;;Campagnipol;;;;100;;;;;0;;0,4845;0,4849;0,0039;95,60970594;94,54545455;;0,4944;0,9726;0,7148;0,0427;4,390294057;#DIV/0!;41,91663345;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;58,08336655;;;;;;;;
8,3;CE 8;2014;Avoine + Vesce commune (Av + Vc);;Aucun;AvVc;Aucun;Producteur;1;Broyeur;;;Campagnipol;;;;100;;;;;0;;0,4845;0,4849;0,0039;95,43513623;94,54545455;;0,4424;0,9836;0,6925;0,0449;4,564863766;#DIV/0!;42,74526677;#DIV/0!;;;;;;;;;;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;57,25473323;;;;;;;;
8,4;CE 8;2014;Avoine + Vesce commune (Av + Vc);;Aucun;AvVc;Aucun;Producteur;1;Broyeur;;;Campagnipol;;;;100;;;;;0;;0,4845;0,4849;0,0039;95,86505922;94,54545455;;0,4547;0,9456;0,6819;0,0391;4,134940778;#DIV/0!;43,06825108;#DIV/0!;;;;;;0,514933333;0,512933333;0,0041;0,6109;#DIV/0!;27,63701951;#DIV/0!;;;;;;;;;;;;56,93174892;15,43123158;;;;;;;
8,5;CE 8;2014;Avoine + Vesce commune (Av + Vc);;Aucun;AvVc;Aucun;Producteur;1;Broyeur;;;Campagnipol;;;;100;;;;;0;;0,4845;0,4849;0,0039;95,68367039;94,54545455;;0,4553;0,9939;0,7051;0,0429;4,316329611;#DIV/0!;43,18676405;#DIV/0!;;;;;;0,514933333;0,512933333;0,0041;0,626;#DIV/0!;27,43366739;#DIV/0!;;;;;;;;;;;;56,81323595;15,75309666;;;;;;;
8,6;CE 8;2014;Avoine + Vesce commune (Av + Vc);;Aucun;AvVc;Aucun;Producteur;1;Broyeur;;;Campagnipol;;;;100;;;;;0;;0,4845;0,4849;0,0039;96,19454619;94,54545455;;0,4402;0,9828;0,7045;0,0374;3,805453805;#DIV/0!;46,69608982;#DIV/0!;;;;;;0,514933333;0,512933333;0,0041;0,6125;#DIV/0!;28,51367887;#DIV/0!;;;;;;;;;;;;53,30391018;18,18241095;;;;;;;
