"";"Iden fiber";"Biomass type";"Sampling period (days)";"Site";"Producer";"Repetition";"C_over_N";"Initial SOL content (g)";"Initial HOLO content (g)";"Initial LIC content (g)";"Final SOL content (g)";"Final HOLO content (g)";"Final LIC content (g)";"Sample final weight (g)";"Initial Hydrolyzable content (g)";"Final Hydrolyzable content (g)";"Soluble";"Holocelulose";"Lignin";"Hydrolyzable";"rate weight loss"
"27";"G09_P1_R2";"Green tea";21;"9";"Fortier";2;11,5758511868263;1,335723975704;0,2629771589488;0,17729886528208;0,588565426316631;0,252745504646206;0,0775890690371622;0,9189;1,5987011346528;0,841310930962838;0,0169486654473269;0,000820694727042031;0,0170907340549334;0,0132767024548555;0,0136273671388737
"28";"G09_P1_R2";"Green tea";21;"9";"Fortier";2;11,5758511868263;1,32970720103867;0,261792577151733;0,176500221744773;0,6280849461814;0,269716227942181;0,0827988258764188;0,9806;1,5914997781904;0,897801174123581;0,0155113160116387;-0,000616654708646163;0,0156533846192452;0,0118393530191673;0,0121900177031855
"29";"G09_P1_R2";"Green tea";21;"9";"Fortier";2;11,5758511868263;1,34775752503467;0,265346322542933;0,178896152356693;0,651591694626085;0,279810645202509;0,0858976601714062;1,0173;1,6131038475776;0,931402339828594;0,015030296443137;-0,00109767427714794;0,0151723650507434;0,0113583334506655;0,0117089981346837
"30";"G09_P1_R2";"Green tea";21;"9";"Fortier";2;11,5758511868263;1,335723975704;0,2629771589488;0,17729886528208;0,619053743100473;0,265837991338076;0,0816082655614509;0,9665;1,5987011346528;0,884891734438549;0,0159042079788347;-0,000223762741450186;0,0160462765864412;0,0122322449863633;0,0125829096703814
"31";"G09_P1_R2";"Green tea";21;"9";"Fortier";2;11,5758511868263;1,34625333136833;0,265050177093667;0,178696491472367;0,639229835089779;0,27450213694299;0,0842680279672303;0,998;1,611303508462;0,91373197203277;0,0154033216271448;-0,000724649093140103;0,0155453902347512;0,0117313586346734;0,0120820233186915
"32";"G09_P1_R2";"Green tea";21;"9";"Fortier";2;NA;1,35001381553417;0,265790540716833;0,179195643683183;NA;NA;NA;NA;1,615804356251;NA;NA;NA;NA;NA;NA
"33";"G09_P1_R2";"Green tea";21;"9";"Fortier";2;11,5758511868263;1,34174075036933;0,264161740745867;0,178097508819387;0,629301916809327;0,27023882720089;0,0829592559897833;0,9825;1,6059024911152;0,899540744010217;0,0156575978795314;-0,00047037284075354;0,0157996664871378;0,0119856348870599;0,0123362995710781
"34";"G09_P1_R2";"Green tea";21;"9";"Fortier";2;11,5758511868263;1,32068203904067;0,260015704456133;0,175302256438813;0,620142611557038;0,2663055801485;0,0817518082944613;0,9682;1,5806977434968;0,886448191705538;0,0156336522734634;-0,000494318446821489;0,0157757208810699;0,011961689280992;0,0123123539650101
"35";"G09_P1_R2";"Green tea";21;"9";"Fortier";2;11,5758511868263;1,32519462003967;0,260904140803933;0,175901239091793;0,621807939784727;0,267020715976207;0,0819713442390653;0,9708;1,5860987608436;0,888828655760935;0,0156487333758881;-0,00047923734439678;0,0157908019834946;0,0119767703834167;0,0123274350674349
"36";"G09_P1_R2";"Green tea";21;"9";"Fortier";2;11,5758511868263;1,3470054282015;0,2651982498183;0,17879632191453;0,673753370271482;0,289327452755843;0,0888191769726749;1,0519;1,6122036780198;0,963080823027325;0,0143270664388805;-0,00180090428140443;0,0144691350464869;0,010655103446409;0,0110057681304272
"37";"G09_P1_R2";"Green tea";21;"9";"Fortier";2;11,5758511868263;1,326698813706;0,2612002862532;0,17610089997612;0,630262683094532;0,270651405563029;0,0830859113424395;0,984;1,5878990999592;0,90091408865756;0,0153928927067609;-0,000735078013524038;0,0155349613143673;0,0117209297142894;0,0120715943983076
"38";"G09_P1_R2";"Green tea";21;"9";"Fortier";2;11,5758511868263;1,349261718701;0,2656424679922;0,17909581324102;0,635578923206;0,272934339166863;0,0837867376271369;0,9923;1,6149041866932;0,908513262372863;0,0155679386585771;-0,00056003206170778;0,0157100072661836;0,0118959756661057;0,0122466403501238
"39";"G09_P1_R2";"Green tea";21;"9";"Fortier";2;11,5758511868263;1,32745091053917;0,261348358977833;0,176200730418283;0,602016154309503;0,258521601716149;0,0793622439743484;0,9399;1,588799269517;0,860537756025651;0,0163528725999996;0,00022490187971474;0,0164949412076061;0,0126809096075282;0,0130315742915464
"40";"G09_P1_R2";"Green tea";21;"9";"Fortier";2;11,5758511868263;1,340236556703;0,2638655952966;0,17789784793506;0,660879102049734;0,283798902703184;0,0871219952470823;1,0318;1,6041021519996;0,944678004752918;0,014621878125766;-0,00150609259451894;0,0147639467333724;0,0109499151332945;0,0113005798173127
"41";"G09_P2_R1";"Green tea";42;"9";"Fortier";1;11,4720011942919;1,33647607253717;0,263125231673433;0,177398695724243;0,480210620040549;0,413692638619523;0,159696741339928;1,0536;1,5996013042106;0,893903258660072;0,010584033985723;-0,00467893565298777;0,00108700876561598;0,00601717212112281;0,00540503966313272
"42";"G09_P2_R1";"Green tea";42;"9";"Fortier";1;11,4720011942919;1,31917784537433;0,259719559006867;0,175102595554487;0,42993800102909;0,370383699705577;0,142978299265333;0,9433;1,5788974043812;0,800321700734667;0,0115927980033355;-0,00367017163537526;0,0020957727832285;0,00702593613873531;0,00641380368074523
"43";"G09_P2_R1";"Green tea";42;"9";"Fortier";1;11,4720011942919;1,31692155487483;0,259275340832967;0,174803104227997;0,44990119878704;0,387581628304225;0,149617172908735;0,9871;1,5761968957078;0,837482827091265;0,0111057798981961;-0,00415718974051466;0,0016087546780891;0,00653891803359592;0,00592678557560584
"44";"G09_P2_R1";"Green tea";42;"9";"Fortier";1;NA;1,32745091053917;0,261348358977833;0,176200730418283;NA;NA;NA;NA;1,588799269517;NA;NA;NA;NA;NA;NA
"45";"G09_P2_R1";"Green tea";42;"9";"Fortier";1;11,4720011942919;1,340236556703;0,2638655952966;0,17789784793506;0,448169231858268;0,386089570571922;0,14904119756981;0,9833;1,6041021519996;0,83425880243019;0,0113271290973219;-0,00393584054138887;0,00183010387721489;0,00676026723272171;0,00614813477473162
"46";"G09_P2_R1";"Green tea";42;"9";"Fortier";1;NA;1,349261718701;0,2656424679922;0,17909581324102;NA;NA;NA;NA;1,6149041866932;NA;NA;NA;NA;NA;NA
"47";"G09_P2_R1";"Green tea";42;"9";"Fortier";1;11,4720011942919;1,34550123453517;0,264902104369033;0,178596661030203;0,44014749029343;0,37917898739073;0,14637352231584;0,9657;1,6104033389042;0,81932647768416;0,0115544254931164;-0,00370854414559437;0,00205740027300939;0,00698756362851621;0,00637543117052612
"48";"G09_P2_R1";"Green tea";42;"9";"Fortier";1;11,4720011942919;1,3244425232065;0,2607560680793;0,17580140864963;0,440010756062211;0,379061193359233;0,146328050578556;0,9654;1,5851985912858;0,819071949421444;0,0113945195960333;-0,00386845004267755;0,00189749437592621;0,00682765773143303;0,00621552527344294
"49";"G09_P2_R1";"Green tea";42;"9";"Fortier";1;11,4720011942919;1,3379802662035;0,2634213771227;0,17759835660857;0,449718886478748;0,387424569595561;0,14955654392569;0,9867;1,6014016433262;0,83714345607431;0,011274013843581;-0,00398895579512983;0,00177698862347393;0,00670715197898075;0,00609501952099066
"50";"G09_P2_R1";"Green tea";42;"9";"Fortier";1;11,4720011942919;1,32068203904067;0,260015704456133;0,175302256438813;0,442061769530494;0,380828103831697;0,14701012663781;0,9699;1,5806977434968;0,82288987336219;0,0113170312806585;-0,00394593835805227;0,00182000606055149;0,00675016941605831;0,00613803695806822
"51";"G09_P2_R1";"Green tea";42;"9";"Fortier";1;NA;1,3470054282015;0,2651982498183;0,17879632191453;NA;NA;NA;NA;1,6122036780198;NA;NA;NA;NA;NA;NA
"52";"G09_P2_R1";"Green tea";42;"9";"Fortier";1;11,4720011942919;1,34399704086883;0,264605958919767;0,178397000145877;0,435316214123698;0,375016931611149;0,144766854265153;0,9551;1,6086029997886;0,810333145734847;0,0116569873568924;-0,00360598228181841;0,00215996213678535;0,00709012549229217;0,00647799303430208
"53";"G09_P2_R1";"Green tea";42;"9";"Fortier";1;11,4720011942919;1,3537742997;0,26653090434;0,179694795894;0,448032497627049;0,385971776540424;0,148995725832526;0,983;1,62030520404;0,834004274167474;0,0114342083052372;-0,00382876133347358;0,00193718308513018;0,00686734644063701;0,00625521398264692
"54";"G09_P2_R1";"Green tea";42;"9";"Fortier";1;11,4720011942919;1,335723975704;0,2629771589488;0,17729886528208;0,463301153446486;0,399125443390988;0,154073403162526;1,0165;1,5987011346528;0,862426596837474;0,0109488890480314;-0,00431408059067943;0,00145186382792434;0,00638202718343115;0,00576989472544107
"55";"G09_P2_R1";"Green tea";42;"9";"Fortier";1;11,4720011942919;1,33421978203767;0,262681013499533;0,177099204397753;0,419819667918896;0,361666941374756;0,139613390706348;0,9211;1,5969007955372;0,781486609293652;0,0119562998747753;-0,00330666976393547;0,00245927465466829;0,00738943801017512;0,00677730555218503
"56";"G09_P2_R1";"Green tea";42;"9";"Fortier";1;11,4720011942919;1,349261718701;0,2656424679922;0,17909581324102;0,440010756062211;0,379061193359233;0,146328050578556;0,9654;1,6149041866932;0,819071949421444;0,0115864977565284;-0,00367647188218239;0,00208947253642137;0,00701963589192818;0,0064075034339381
"57";"G09_P2_R1";"Green tea";42;"9";"Fortier";1;11,4720011942919;1,344749137702;0,2647540316444;0,17849683058804;0,422873399082784;0,364297674744869;0,140628926172348;0,9278;1,6095031693464;0,787171073827652;0,0119626406625226;-0,00330032897618816;0,00246561544241561;0,00739577879792242;0,00678364633993233
"58";"G09_P2_R1";"Green tea";42;"9";"Fortier";1;11,4720011942919;1,322186232707;0,2603118499054;0,17550191732314;0,438233211056366;0,377529870949764;0,14573691799387;0,9615;1,5824980826124;0,81576308200613;0,0114187462788583;-0,00384422335985253;0,00192172105875123;0,00685188441425805;0,00623975195626796
"59";"G09_P2_R1";"Green tea";42;"9";"Fortier";1;11,4720011942919;1,33045929787183;0,261940649876367;0,176600052186937;0,412618331741371;0,35546312238255;0,137218545876079;0,9053;1,5923999477482;0,768081454123921;0,0121060255735243;-0,00315694406518649;0,00260900035341727;0,00753916370892409;0,00692703125093401
"60";"G09_P2_R1";"Green tea";42;"9";"Fortier";1;NA;1,35302220286683;0,266382831615367;0,179594965451837;NA;NA;NA;NA;1,6194050344822;NA;NA;NA;NA;NA;NA
"61";"G09_P2_R2";"Green tea";42;"9";"Fortier";2;10,9622174750529;1,36106963898172;0,267967209768943;0,180663151182984;0,392682459018792;0,25022590452422;0,189991636456988;0,8329;1,62903684875066;0,642908363543012;0,0128533058207992;0,000708318721994157;-0,000520592914624285;0,00961385315818899;0,00802413629303578
"62";"G09_P2_R2";"Green tea";42;"9";"Fortier";2;10,9622174750529;1,31789928075795;0,25946783537499;0,174932883802809;0,389947967168259;0,248483426139972;0,18866860669177;0,8271;1,57736711613294;0,63843139330823;0,0125922752452377;0,000447288146432675;-0,000781623490185768;0,0093528225826275;0,0077631057174743
"63";"G09_P2_R2";"Green tea";42;"9";"Fortier";2;NA;1,32594671687283;0,261052213528567;0,176001069533957;NA;NA;NA;NA;1,5869989304014;NA;NA;NA;NA;NA;NA
"64";"G09_P2_R2";"Green tea";42;"9";"Fortier";2;10,9622174750529;1,34324494403567;0,264457886195133;0,178297169703713;0,416538543094132;0,265427526290249;0,201533930615619;0,8835;1,6077028302308;0,681966069384381;0,0121071433541859;-3,78437446191282e-05;-0,00126675538123757;0,0088676906915757;0,00727797382642249
"65";"G09_P2_R2";"Green tea";42;"9";"Fortier";2;10,9622174750529;1,33873236303667;0,263569449847333;0,177698187050733;0,443930608010679;0,282882352863496;0,214787039125825;0,9416;1,602301812884;0,726812960874175;0,01141377791999;-0,000731209178815058;-0,0019601208154335;0,00817432525737977;0,00658460839222657
"66";"G09_P2_R2";"Green tea";42;"9";"Fortier";2;10,9622174750529;1,3379802662035;0,2634213771227;0,17759835660857;0,421488916271821;0,268582013020354;0,203929070707825;0,894;1,6014016433262;0,690070929292175;0,0119443702250969;-0,000200616873708114;-0,00142952851032655;0,00870491756248671;0,00711520069733351
"67";"G09_P2_R2";"Green tea";42;"9";"Fortier";2;10,9622174750529;1,3515180092005;0,2660866861661;0,17939530456751;0,393719680065546;0,250886844601004;0,19049347533345;0,8351;1,6176046953666;0,64460652466655;0,012753207466439;0,000608220367633976;-0,000620691268984466;0,0095137548038288;0,0079240379386756
"68";"G09_P2_R2";"Green tea";42;"9";"Fortier";2;NA;1,32820300737233;0,261496431702467;0,176300560860447;NA;NA;NA;NA;1,5896994390748;NA;NA;NA;NA;NA;NA
"69";"G09_P2_R2";"Green tea";42;"9";"Fortier";2;10,9622174750529;1,32143413587383;0,260163777180767;0,175402086880977;0,413238294309006;0,263324535136846;0,199937170554148;0,8765;1,5815979130546;0,676562829445852;0,0120201181245606;-0,00012486897424445;-0,00135378061086289;0,00878066546195038;0,00719094859679717
"70";"G09_P2_R2";"Green tea";42;"9";"Fortier";2;10,9622174750529;1,32143413587383;0,260163777180767;0,175402086880977;0,45849884907645;0,292165556669233;0,221835594254317;0,9725;1,5815979130546;0,750664405745683;0,010945411230086;-0,00119957586871901;-0,00242848750533745;0,00770595856747582;0,00611624170232261
"71";"G09_P2_R2";"Green tea";42;"9";"Fortier";2;10,9622174750529;1,317673651708;0,2594234135576;0,17490293467016;0,420263109580203;0,267800902020518;0,203335988399279;0,8914;1,5770970652656;0,688064011600721;0,0118163474344755;-0,000328639664329612;-0,00155755130094805;0,00857689477186522;0,00698717790671201
"72";"G09_P2_R2";"Green tea";42;"9";"Fortier";2;10,9622174750529;1,3515180092005;0,2660866861661;0,17939530456751;0,345158876512976;0,219942831915214;0,166998291571811;0,7321;1,6176046953666;0,565101708428189;0,0141143521528954;0,00196936505409037;0,000740453417471925;0,0108748994902852;0,00928518262513199
"73";"G09_P2_R2";"Green tea";42;"9";"Fortier";2;10,9622174750529;1,331211394705;0,262088722601;0,1766998826291;0,434218447300165;0,276693550326338;0,210088002373498;0,921;1,593300117306;0,710911997626503;0,0115842561031196;-0,000560730995685485;-0,00178964263230393;0,00834480344050934;0,00675508657535614
"74";"G09_P2_R2";"Green tea";42;"9";"Fortier";2;10,9622174750529;1,32369042637333;0,260607995354667;0,175701578207467;0,454538550534299;0,289641967285149;0,219919482180553;0,9641;1,584298421728;0,744180517819447;0,0110527548837882;-0,00109223221501687;-0,00232114385163531;0,00781330222117796;0,00622358535602475
"75";"G09_P2_R2";"Green tea";42;"9";"Fortier";2;10,9622174750529;1,35302220286683;0,266382831615367;0,179594965451837;0,484099350366785;0,308478759473489;0,234221890159726;1,0268;1,6194050344822;0,792578109840274;0,0106278672264812;-0,00151711987232387;-0,00274603150894231;0,00738841456387096;0,00579869769871775
"76";"G09_P2_R2";"Green tea";42;"9";"Fortier";2;NA;1,326698813706;0,2612002862532;0,17610089997612;NA;NA;NA;NA;1,5878990999592;NA;NA;NA;NA;NA;NA
"77";"G09_P2_R2";"Green tea";42;"9";"Fortier";2;10,9622174750529;1,3537742997;0,26653090434;0,179694795894;0,431436809038416;0,274921029211326;0,208742161750258;0,9151;1,62030520404;0,706357838249742;0,0118245016647282;-0,000320485434076864;-0,00154939707069531;0,00858504900211796;0,00699533213696476
"78";"G09_P2_R2";"Green tea";42;"9";"Fortier";2;10,9622174750529;1,3515180092005;0,2660866861661;0,17939530456751;0,420451695225067;0,26792107294357;0,203427231831363;0,8918;1,6176046953666;0,688372768168637;0,0120739459347964;-7,1041164008637e-05;-0,00129995280062708;0,00883449327218619;0,00724477640703298
