Tea type;Prelevement;Final carbon (%);Final weight (g);Initial weight (g);Initial carbon (%)
Green tea;6;47,76629005;0,6181;1,776;47,99466667
Green tea;6;47,76629005;0,5593;1,792;47,99466667
Green tea;6;47,76629005;0,6547;1,774;47,99466667
Green tea;6;47,76629005;0,519;1,7587;47,99466667
Green tea;6;47,76629005;0,5963;1,771;47,99466667
Green tea;6;47,76629005;0,7185;1,816;47,99466667
Green tea;6;47,76629005;0,6102;1,776;47,99466667
Green tea;6;47,76629005;0,6101;1,752;47,99466667
Green tea;6;47,76629005;0,5896;1,8236;47,99466667
Green tea;6;47,76629005;0,498;1,7584;47,99466667
Green tea;6;47,76629005;0,5939;1,773;47,99466667
Green tea;6;47,76629005;0,564;1,769;47,99466667
Green tea;6;47,76629005;0,5809;1,77;47,99466667
Green tea;6;48,55589168;0,5435;1,791;47,99466667
Green tea;6;48,55589168;0,5883;1,804;47,99466667
Green tea;6;48,55589168;0,6483;1,7427;47,99466667
Green tea;6;48,55589168;0,5941;1,8028;47,99466667
Green tea;6;48,55589168;0,7004;1,803;47,99466667
Green tea;6;48,55589168;0,4632;1,7776;47,99466667
Green tea;6;48,55589168;0,5896;1,787;47,99466667
Green tea;6;48,55589168;0,5729;1,799;47,99466667
Green tea;6;48,55589168;0,6124;1,789;47,99466667
Green tea;6;48,55589168;0,5421;1,774;47,99466667
Green tea;6;48,55589168;0,4719;1,791;47,99466667
Green tea;6;48,55589168;0,5804;1,824;47,99466667
Green tea;6;48,55589168;0,5288;1,755;47,99466667
Green tea;6;48,55589168;0,539;1,751;47,99466667
Green tea;6;48,55589168;0,558;1,799;47,99466667
Green tea;6;48,55589168;0,5942;1,799;47,99466667
Green tea;6;48,55589168;0,599;1,781;47,99466667
Green tea;6;50,02346514;0,7782;1,783;47,99466667
Green tea;6;50,02346514;0,7415;1,79;47,99466667
Green tea;6;50,02346514;0,7791;1,761;47,99466667
Green tea;6;50,02346514;0,7324;1,762;47,99466667
Green tea;6;50,02346514;0,7517;1,764;47,99466667
Green tea;6;50,02346514;0,7649;1,798;47,99466667
Green tea;6;50,02346514;0,8064;1,753;47,99466667
Green tea;6;50,02346514;0,6993;1,769;47,99466667
Green tea;6;50,02346514;0,7458;1,786;47,99466667
Green tea;6;50,02346514;0,8133;1,77;47,99466667
Green tea;6;50,02346514;0,733;1,784;47,99466667
Green tea;6;50,02346514;0,5827;1,768;47,99466667
Green tea;6;50,02346514;0,7628;1,777;47,99466667
Green tea;6;50,02346514;0,7588;1,7552;47,99466667
Green tea;6;50,02346514;0,8218;1,78;47,99466667
Green tea;6;50,02346514;0,8043;1,798;47,99466667
Green tea;6;50,02346514;0,6624;1,777;47,99466667
Green tea;6;50,02346514;0,7734;1,754;47,99466667
Green tea;6;49,94563152;0,6264;1,752;47,99466667
Green tea;6;49,94563152;0,6872;1,793;47,99466667
Green tea;6;49,94563152;0,604;1,793;47,99466667
Green tea;6;49,94563152;0,5995;1,759;47,99466667
Green tea;6;49,94563152;0,851;1,776;47,99466667
Green tea;6;49,94563152;0,6967;1,8;47,99466667
Green tea;6;49,94563152;0,7746;1,784;47,99466667
Green tea;6;49,94563152;0,6854;1,779;47,99466667
Green tea;6;49,94563152;0,7436;1,798;47,99466667
Green tea;6;49,94563152;0,7004;1,77;47,99466667
Green tea;6;49,94563152;0,7633;1,796;47,99466667
Green tea;6;49,94563152;0,757;1,759;47,99466667
Green tea;6;49,94563152;0,723;1,777;47,99466667
Green tea;6;49,94563152;0,7724;1,772;47,99466667
Green tea;6;49,94563152;0,7301;1,775;47,99466667
Green tea;6;49,94563152;0,6548;1,777;47,99466667
Green tea;6;49,94563152;0,5791;1,795;47,99466667
Green tea;6;49,94563152;0,7228;1,791;47,99466667
Green tea;6;49,94563152;0,7624;1,779;47,99466667
Green tea;6;49,94563152;0,695;1,776;47,99466667
Green tea;7;49,29601347;0,8233;1,798;47,99466667
Green tea;7;49,29601347;0,8189;1,76;47,99466667
Green tea;7;49,29601347;0,8097;1,792;47,99466667
Green tea;7;49,29601347;0,8722;1,797;47,99466667
Green tea;7;49,29601347;0,8354;1,777;47,99466667
Green tea;7;49,29601347;0,8229;1,77;47,99466667
Green tea;7;49,29601347;0,8747;1,769;47,99466667
Green tea;7;49,29601347;0,7954;1,793;47,99466667
Green tea;7;49,29601347;0,8178;1,768;47,99466667
Green tea;7;49,29601347;0,8149;1,785;47,99466667
Green tea;7;49,29601347;0,8054;1,762;47,99466667
Green tea;7;49,29601347;0,8653;1,787;47,99466667
Green tea;7;49,29601347;0,8466;1,797;47,99466667
Green tea;7;49,29601347;0,8283;1,793;47,99466667
Green tea;7;49,0235636;0,8738;1,7584;47,99466667
Green tea;7;49,0235636;0,9007;1,7832;47,99466667
Green tea;7;49,0235636;0,8048;1,782;47,99466667
Green tea;7;49,0235636;0,7781;1,7942;47,99466667
Green tea;7;49,0235636;0,8931;1,7864;47,99466667
Green tea;7;49,0235636;0,8331;1,8811;47,99466667
Green tea;7;49,0235636;0,8223;1,7891;47,99466667
Green tea;7;49,0235636;0,8585;1,7708;47,99466667
Green tea;7;49,0235636;0,9163;1,7775;47,99466667
Green tea;7;49,0235636;0,6972;1,7535;47,99466667
Green tea;7;49,0235636;0,8617;1,7542;47,99466667
Green tea;7;49,0235636;0,61;1,751;47,99466667
Green tea;7;49,01127263;0,7652;1,757;47,99466667
Green tea;7;49,01127263;0,7873;1,779;47,99466667
Green tea;7;49,01127263;0,7836;1,781;47,99466667
Green tea;7;49,01127263;0,7097;1,781;47,99466667
Green tea;7;49,01127263;0,7024;1,767;47,99466667
Green tea;7;49,01127263;0,791;1,784;47,99466667
Green tea;7;49,01127263;0,8418;1,797;47,99466667
Green tea;7;49,01127263;0,8665;1,784;47,99466667
Green tea;7;49,01127263;0,8243;1,77;47,99466667
Green tea;7;49,01127263;0,7396;1,793;47,99466667
Green tea;7;49,01127263;0,8041;1,773;47,99466667
Green tea;7;49,01127263;0,801;1,777;47,99466667
Green tea;7;49,01127263;0,8418;1,781;47,99466667
Green tea;7;49,01127263;0,7663;1,767;47,99466667
Green tea;7;49,01127263;0,7856;1,751;47,99466667
Green tea;7;49,01127263;0,7866;1,771;47,99466667
Green tea;7;49,01127263;0,8768;1,793;47,99466667
Green tea;7;49,01127263;0,7456;1,786;47,99466667
Green tea;7;49,01127263;0,7025;1,785;47,99466667
Green tea;7;50,3141156;0,871;1,798;47,99466667
Green tea;7;50,3141156;0,8318;1,771;47,99466667
Green tea;7;50,3141156;0,8946;1,7874;47,99466667
Green tea;7;50,3141156;0,9197;1,785;47,99466667
Green tea;7;50,3141156;0,9876;1,7674;47,99466667
Green tea;7;50,3141156;0,9416;1,7756;47,99466667
Green tea;7;50,3141156;0,9251;1,7842;47,99466667
Green tea;7;50,3141156;0,9333;1,787;47,99466667
Green tea;7;50,3141156;0,9033;1,752;47,99466667
Green tea;7;50,3141156;0,86;1,7855;47,99466667
Green tea;7;50,3141156;0,8802;1,7923;47,99466667
Green tea;7;50,3141156;0,9087;1,7788;47,99466667
Green tea;7;50,3141156;0,9685;1,7825;47,99466667
Green tea;7;50,3141156;0,9666;1,7807;47,99466667
Green tea;7;50,3141156;0,9274;1,812;47,99466667
Green tea;7;50,3141156;0,8814;1,7731;47,99466667
Green tea;7;50,3141156;0,9436;1,7951;47,99466667
Green tea;7;50,3141156;0,8947;1,7722;47,99466667
Green tea;7;50,3141156;0,7312;1,7731;47,99466667
Green tea;7;48,42437875;0,7025;1,78;47,99466667
Green tea;7;48,42437875;0,7027;1,794;47,99466667
Green tea;7;48,42437875;0,5697;1,788;47,99466667
Green tea;7;48,42437875;0,5632;1,794;47,99466667
Green tea;7;48,42437875;0,7051;1,76;47,99466667
Green tea;7;48,42437875;0,5861;1,794;47,99466667
Green tea;7;48,42437875;0,674;1,78;47,99466667
Green tea;7;48,42437875;0,5456;1,778;47,99466667
Green tea;7;48,42437875;0,7649;1,797;47,99466667
Green tea;7;48,42437875;0,5379;1,802;47,99466667
Green tea;7;48,42437875;0,6227;1,789;47,99466667
Green tea;7;48,42437875;0,5763;1,793;47,99466667
Green tea;7;48,42437875;0,6868;1,793;47,99466667
Green tea;7;48,42437875;0,6415;1,811;47,99466667
Green tea;7;48,42437875;0,7196;1,787;47,99466667
Green tea;7;48,42437875;0,5185;1,771;47,99466667
Green tea;7;48,42437875;0,677;1,784;47,99466667
Green tea;7;50,49643167;0,6245;1,788;47,99466667
Green tea;7;50,49643167;0,5649;1,8221;47,99466667
Green tea;7;50,49643167;0,594;1,7762;47,99466667
Green tea;7;50,49643167;0,5462;1,7572;47,99466667
Green tea;7;50,49643167;0,5656;1,7844;47,99466667
Green tea;7;50,49643167;0,6451;1,8018;47,99466667
Green tea;7;50,49643167;0,6037;1,8103;47,99466667
Green tea;7;50,49643167;0,709;1,8236;47,99466667
Green tea;7;50,49643167;0,4989;1,8083;47,99466667
Green tea;7;50,49643167;0,5075;1,7789;47,99466667
Green tea;7;50,49643167;0,5476;1,8213;47,99466667
Green tea;7;50,49643167;0,5868;1,7477;47,99466667
Green tea;7;50,49643167;0,589;1,8017;47,99466667
Green tea;7;50,49643167;0,5966;1,7852;47,99466667
Green tea;7;50,49643167;0,407;1,7679;47,99466667
Green tea;7;50,49643167;0,6061;1,7752;47,99466667
Green tea;7;50,49643167;0,7121;1,817;47,99466667
Green tea;7;50,49643167;0,5517;1,8164;47,99466667
Green tea;7;50,49643167;0,5657;1,8165;47,99466667
Green tea;7;50,40322514;0,7854;1,784;47,99466667
Green tea;7;50,40322514;0,7707;1,801;47,99466667
Green tea;7;50,40322514;0,7563;1,765;47,99466667
Green tea;7;50,40322514;0,7757;1,781;47,99466667
Green tea;7;50,40322514;0,7813;1,805;47,99466667
Green tea;7;50,40322514;0,7911;1,8;47,99466667
Green tea;7;50,40322514;0,7709;1,783;47,99466667
Green tea;7;50,40322514;0,7193;1,772;47,99466667
Green tea;7;50,40322514;0,772;1,767;47,99466667
Green tea;7;50,40322514;0,6465;1,8044;47,99466667
Green tea;7;50,40322514;0,7982;1,796;47,99466667
Green tea;7;50,40322514;0,7589;1,796;47,99466667
Green tea;7;50,40322514;0,7415;1,798;47,99466667
Green tea;7;50,40322514;0,7472;1,763;47,99466667
Green tea;7;50,40322514;0,8078;1,787;47,99466667
Green tea;7;50,40322514;0,759;1,782;47,99466667
Green tea;7;50,70742668;0,6816;1,7982;47,99466667
Green tea;7;50,70742668;0,7322;1,79;47,99466667
Green tea;7;50,70742668;0,7153;1,797;47,99466667
Green tea;7;50,70742668;0,7203;1,7791;47,99466667
Green tea;7;50,70742668;0,6867;1,7517;47,99466667
Green tea;7;50,70742668;0,6442;1,7667;47,99466667
Green tea;7;50,70742668;0,712;1,7619;47,99466667
Green tea;7;50,70742668;0,6554;1,8068;47,99466667
Green tea;7;50,70742668;0,7042;1,7289;47,99466667
Green tea;7;50,70742668;0,6726;1,7539;47,99466667
Green tea;7;50,70742668;0,7371;1,7984;47,99466667
Green tea;7;50,70742668;0,7127;1,81;47,99466667
Green tea;7;50,70742668;0,7763;1,7836;47,99466667
Green tea;7;50,70742668;0,7091;1,7627;47,99466667
Green tea;7;50,70742668;0,7323;1,8094;47,99466667
Green tea;7;50,70742668;0,7223;1,8052;47,99466667
Green tea;7;50,70742668;0,7301;1,7917;47,99466667
Green tea;7;50,70742668;0,6786;1,8007;47,99466667
