Iden fiber,Project,Year,No,Biomass type,Tea type,Variety,Bag tissue,Enterprise,Sieving mm,Grinder type,Sampling period (3 weeks),Repetition,N dose (kg/ha),N type,N formula,Producer,Site,Parcel,Farm type,Longitude,Latitude,Burying date,Sample initial weight (g),Total initial weight (g),Bag initial weight (g),Removal date,Bag final weight (g),Sample final weight (g),C perc (%),S perc (%),N perc (%),C ajust perc (%),S ajust perc (%),N ajust perc (%)
C10_P6,Prelevement,2018,73,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,6,1,59.4048,,13-13-13,Belanger,10,Producteur,Conventionnelle,46.326977,-71.740472,2018-05-14,1.733,2.094,0.36,2018-09-17,,0.445,49.041,0.3,2.9284,50.10237676,0.301265823,2.99797718
C10_P6,Prelevement,2018,74,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,6,1,59.4048,,13-13-13,Belanger,10,Producteur,Conventionnelle,46.326977,-71.740472,2018-05-14,1.866,2.227,0.361,2018-09-17,,0.3644,49.041,0.3,2.9284,50.10237676,0.301265823,2.99797718
C10_P6,Prelevement,2018,75,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,6,2,59.4048,,13-13-13,Belanger,10,Producteur,Conventionnelle,46.326977,-71.740472,2018-05-14,1.825,2.193,0.367,2018-09-17,,0.6899,49.649,0.422,5.4633,50.72353549,0.423780591,5.593105016
C10_P6,Prelevement,2018,76,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,6,2,59.4048,,13-13-13,Belanger,10,Producteur,Conventionnelle,46.326977,-71.740472,2018-05-14,1.743,2.108,0.365,2018-09-17,,0.599,49.649,0.422,5.4633,50.72353549,0.423780591,5.593105016
C10_P7,Prelevement,2018,1310,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,7,2,59.4048,,13-13-13,Belanger,10,Producteur,Conventionnelle,46.326977,-71.740472,2018-05-14,1.7674,2.1258,0.3588,2018-10-08,,0.9876,49.123,0.344,4.1616,50.3141156,0.334171429,4.245470305
C10_P7,Prelevement,2018,1311,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,7,2,59.4048,,13-13-13,Belanger,10,Producteur,Conventionnelle,46.326977,-71.740472,2018-05-14,1.7756,2.1393,0.3641,2018-10-08,,0.9416,49.123,0.344,4.1616,50.3141156,0.334171429,4.245470305
C10_P7,Prelevement,2018,1312,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,7,2,59.4048,,13-13-13,Belanger,10,Producteur,Conventionnelle,46.326977,-71.740472,2018-05-14,1.7842,2.1391,0.3542,2018-10-08,,0.9251,49.123,0.344,4.1616,50.3141156,0.334171429,4.245470305
C10_P7,Prelevement,2018,1313,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,7,2,59.4048,,13-13-13,Belanger,10,Producteur,Conventionnelle,46.326977,-71.740472,2018-05-14,1.787,2.1407,0.3532,2018-10-08,,0.9333,49.123,0.344,4.1616,50.3141156,0.334171429,4.245470305
C10_P7,Prelevement,2018,,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,7,2,59.4048,,13-13-13,Belanger,10,Producteur,Conventionnelle,46.326977,-71.740472,2018-05-14,,,,2018-10-08,,,50.637,0.438,4.8892,51.90417222,0.444300479,4.997538242
C45_P1,Prelevement,2018,100,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,1,1,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.788,2.149,0.362,2018-06-04,,0.8674,47.494,0.312,5.3738,50.58739696,0.342983834,5.751358593
C45_P1,Prelevement,2018,101,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,1,1,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.76,2.127,0.367,2018-06-04,,0.8972,47.494,0.312,5.3738,50.58739696,0.342983834,5.751358593
C45_P1,Prelevement,2018,102,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,1,2,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.738,2.104,0.366,2018-06-04,,0.8629,48.591,0.293,5.3264,51.75584717,0.322096998,5.700628309
C45_P1,Prelevement,2018,103,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,1,2,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.756,2.117,0.361,2018-06-04,,0.9125,48.591,0.293,5.3264,51.75584717,0.322096998,5.700628309
C45_P2,Prelevement,2018,104,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,2,1,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.734,2.104,0.37,2018-06-25,,0.7843,49.114,0.425,5.9741,50.99519531,0.396666667,6.063408065
C45_P2,Prelevement,2018,105,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,2,1,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.75,2.12,0.37,2018-06-25,,0.8314,48.371,0.408,5.4554,50.22373645,0.3808,5.53695391
C45_P2,Prelevement,2018,106,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,2,2,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.726,2.083,0.356,2018-06-25,,0.7489,49.381,0.47,6.0607,51.27242211,0.438666667,6.151302666
C45_P2,Prelevement,2018,107,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,2,2,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.744,2.107,0.363,2018-06-25,,0.7648,49.381,0.47,6.0607,51.27242211,0.438666667,6.151302666
C45_P3,Prelevement,2018,108,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,3,1,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.799,2.166,0.367,2018-07-16,,0.6601,49.326,0.486,,49.9876006,0.600482803,
C45_P3,Prelevement,2018,109,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,3,1,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.818,2.183,0.365,2018-07-16,,0.566,49.326,0.486,,49.9876006,0.600482803,
C45_P3,Prelevement,2018,110,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,3,2,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.796,2.162,0.365,2018-07-16,,0.6016,49.287,0.469,,49.9480775,0.579478261,
C45_P3,Prelevement,2018,111,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,3,2,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.813,2.18,0.367,2018-07-16,,0.6456,49.287,0.469,,49.9480775,0.579478261,
C45_P4,Prelevement,2018,112,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,4,1,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.772,2.138,0.366,2018-08-06,,0.6993,50.953,0.523,6.7828,51.61480459,0.508316488,6.773622452
C45_P4,Prelevement,2018,113,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,4,1,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.771,2.132,0.36,2018-08-06,,0.7141,50.953,0.523,6.7828,51.61480459,0.508316488,6.773622452
C45_P4,Prelevement,2018,114,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,4,2,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.768,2.133,0.364,2018-08-06,,0.6555,50.458,0.543,6.8704,51.11337527,0.527754977,6.861103924
C45_P4,Prelevement,2018,115,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,4,2,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.75,2.122,0.371,2018-08-06,,0.6709,50.458,0.543,6.8704,51.11337527,0.527754977,6.861103924
C45_P5,Prelevement,2018,116,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,5,1,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.695,2.057,0.361,2018-08-27,,0.6091,,,,,,
C45_P5,Prelevement,2018,117,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,5,1,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.828,2.194,0.366,2018-08-27,,0.6835,49.374,0.447,5.938,50.75808978,0.432243779,6.019558706
C45_P5,Prelevement,2018,118,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,5,2,28.42,,,Fortier,45,Producteur,Biologique,46.278068,-71.870569,2018-05-14,1.782,2.141,0.359,2018-08-27,,0.6088,50.464,0.412,5.8267,51.88172139,0.408141519,5.960338713
C45_P5,Prelevement,2018,119,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,5,2,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.798,2.156,0.358,2018-08-27,,0.6525,50.464,0.412,5.8267,51.88172139,0.408141519,5.960338713
C45_P5,Prelevement,2018,1156,Sencha,Green tea,G,Nylon,Lipton,1,Broyeur,6,1,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.77,2.132,0.362,2018-09-17,,0.8133,48.845,0.377,4.4775,50.02346514,0.3808,4.580603622
C45_P6,Prelevement,2018,120,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,6,1,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.786,2.14,0.354,2018-09-17,,0.673,50.164,0.529,6.1792,51.24968145,0.531232068,6.326014408
C45_P6,Prelevement,2018,121,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,6,1,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.792,2.155,0.362,2018-09-17,,0.6878,50.164,0.529,6.1792,51.24968145,0.531232068,6.326014408
C45_P6,Prelevement,2018,122,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,6,2,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.693,2.05,0.358,2018-09-17,,0.6186,50.784,0.496,6.2513,51.88309989,0.498092827,6.399827464
C45_P6,Prelevement,2018,123,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,6,2,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.735,2.102,0.367,2018-09-17,,0.5976,50.784,0.496,6.2513,51.88309989,0.498092827,6.399827464
C45_P7,Prelevement,2018,124,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,7,1,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.774,2.146,0.371,2018-10-08,,0.6342,49.844,0.446,6.0981,51.09132768,0.452415557,6.233225876
C45_P7,Prelevement,2018,125,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,7,1,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.711,2.078,0.368,2018-10-08,,0.5939,49.844,0.446,6.0981,51.09132768,0.452415557,6.233225876
C45_P7,Prelevement,2018,126,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,7,2,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.848,2.206,0.359,2018-10-08,,0.5969,50.658,0.46,6.4055,51.92569773,0.466616942,6.547437455
C45_P7,Prelevement,2018,127,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,7,2,28.42,,,Fortier,45,Producteur,Conventionnelle,46.278068,-71.870569,2018-05-14,1.73,2.096,0.365,2018-10-08,,0.5542,50.658,0.46,6.4055,51.92569773,0.466616942,6.547437455
CA9_P1,Prelevement,2018,170,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,1,1,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,1.743,2.116,0.372,2018-06-04,,0.9206,48.732,0.286,5.6293,51.90603084,0.314401848,6.024809804
CA9_P1,Prelevement,2018,175,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,1,1,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,1.749,2.111,0.361,2018-06-04,,0.9242,48.732,0.286,5.6293,51.90603084,0.314401848,6.024809804
CA9_P1,Prelevement,2018,162,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,1,2,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,1.856,2.224,0.368,2018-06-04,,0.9679,48.462,0.279,5.0542,51.6184451,0.306706697,5.40930377
CA9_P1,Prelevement,2018,186,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,1,2,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,1.791,2.161,0.369,2018-06-04,,0.9367,48.462,0.279,5.0542,51.6184451,0.306706697,5.40930377
CA9_P1,Sortes,2018,231,Sencha,Green tea,C,Papier,Lipton,0,Aucun,1,1,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,,2.018,0.254583333,2018-06-04,0.3216,0.9568,47.867,0.265,5.3597,48.71449359,0.271707054,5.342188456
CA9_P1,Sortes,2018,232,Sencha,Green tea,C,Papier,Lipton,0,Aucun,1,1,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,,2.101,0.254583333,2018-06-04,0.2618,0.9293,48.726,0.289,4.5794,49.58870234,0.296314486,4.5644379
CA9_P1,Sortes,2018,233,Sencha,Green tea,C,Papier,Lipton,0,Aucun,1,1,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,,1.95,0.254583333,2018-06-04,0.2761,0.8672,49.081,0.28,4.5569,49.94998767,0.287086699,4.542011414
CA9_P1,Sortes,2018,234,Sencha,Green tea,C,Papier,Lipton,0,Aucun,1,2,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,,2,0.254583333,2018-06-04,0.263947059,1.0153,47.582,0.262,5.0594,48.6094135,0.269793402,5.113033216
CA9_P1,Sortes,2018,235,Sencha,Green tea,C,Papier,Lipton,0,Aucun,1,2,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,,1.94,0.254583333,2018-06-04,0.263947059,1.0238,47.899,0.246,5.0754,48.93325831,0.253317469,5.129202827
CA9_P1,Sortes,2018,236,Sencha,Green tea,C,Papier,Lipton,0,Aucun,1,2,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,,2.104,0.254583333,2018-06-04,0.263947059,0.9853,48.624,0.275,5.1532,49.67391286,0.283180097,5.207827562
CA9_P2,Prelevement,2018,13,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,2,1,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Conventionnelle,46.237854,-72.03705,2018-05-14,1.804,2.168,0.363,2018-06-25,,0.7563,49.43,0.458,6.1578,51.32329894,0.427466667,6.249854234
CA9_P2,Prelevement,2018,14,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,2,1,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Conventionnelle,46.237854,-72.03705,2018-05-14,1.819,2.19,0.37,2018-06-25,,0.7753,49.43,0.458,6.1578,51.32329894,0.427466667,6.249854234
CA9_P2,Prelevement,2018,173,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,2,1,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,1.795,2.162,0.367,2018-06-25,,0.698,49.643,0.434,4.926,51.63360345,0.405066667,4.97580151
CA9_P2,Prelevement,2018,178,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,2,1,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,1.851,2.215,0.364,2018-06-25,,0.7544,49.643,0.434,4.926,51.63360345,0.405066667,4.97580151
CA9_P2,Prelevement,2018,144,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,2,2,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,1.709,2.077,0.367,2018-06-25,,0.6068,50.403,0.42,4.6915,52.42407822,0.392,4.738930732
CA9_P2,Prelevement,2018,147,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,2,2,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,1.745,2.11,0.365,2018-06-25,,0.5908,50.403,0.42,4.6915,52.42407822,0.392,4.738930732
CA9_P2,Sortes,2018,237,Sencha,Green tea,C,Papier,Lipton,0,Aucun,2,1,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,,2.04,0.254583333,2018-06-25,0.263947059,0.9378,46.878,0.408,5.5952,47.93210079,0.36992,5.615324853
CA9_P2,Sortes,2018,238,Sencha,Green tea,C,Papier,Lipton,0,Aucun,2,1,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,,1.997,0.254583333,2018-06-25,0.263947059,0.9018,47.911,0.424,5.2848,48.98832888,0.384426667,5.303808404
CA9_P2,Sortes,2018,239,Sencha,Green tea,C,Papier,Lipton,0,Aucun,2,1,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,,1.984,0.254583333,2018-06-25,0.263947059,0.893,47.937,0.36,5.2087,49.01491352,0.3264,5.227434687
CA9_P2,Sortes,2018,240,Sencha,Green tea,C,Papier,Lipton,0,Aucun,2,2,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,,1.998,0.254583333,2018-06-25,0.263947059,0.9326,51.656,0.475,6.0042,52.31165551,0.456767677,6.049944775
CA9_P2,Sortes,2018,241,Sencha,Green tea,C,Papier,Lipton,0,Aucun,2,2,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,,1.907,0.254583333,2018-06-25,0.263947059,0.8552,50.993,0.634,5.921,51.64024023,0.609664646,5.966110891
CA9_P2,Sortes,2018,242,Sencha,Green tea,C,Papier,Lipton,0,Aucun,2,2,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,,1.929,0.254583333,2018-06-25,0.263947059,0.8328,51.91,0.463,5.6089,52.56887946,0.445228283,5.651633065
CA9_P3,Prelevement,2018,17,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,3,1,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,1.778,2.143,0.366,2018-07-16,,0.4966,48.255,0.36,,48.90223547,0.444802077,
CA9_P3,Prelevement,2018,18,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,3,1,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,1.839,2.203,0.364,2018-07-16,,0.5383,48.255,0.36,,48.90223547,0.444802077,
CA9_P3,Prelevement,2018,19,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,3,2,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,1.856,2.224,0.368,2018-07-16,,0.5216,48.19,0.432,,48.83636364,0.533762492,
CA9_P3,Prelevement,2018,20,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,3,2,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,1.834,2.202,0.367,2018-07-16,,0.5256,48.19,0.432,,48.83636364,0.533762492,
CA9_P3,Sortes,2018,243,Sencha,Green tea,C,Papier,Lipton,0,Aucun,3,1,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,,2.006,0.254583333,2018-07-16,0.2864,0.5818,49.966,0.346,4.8152,51.58228458,0.344012533,4.915530094
CA9_P3,Sortes,2018,244,Sencha,Green tea,C,Papier,Lipton,0,Aucun,3,1,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,,1.98,0.254583333,2018-07-16,0.2839,0.6054,49.966,0.346,4.8152,51.58228458,0.344012533,4.915530094
CA9_P3,Sortes,2018,245,Sencha,Green tea,C,Papier,Lipton,0,Aucun,3,1,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,,2.019,0.254583333,2018-07-16,0.2693,0.5925,49.966,0.346,4.8152,51.58228458,0.344012533,4.915530094
CA9_P3,Sortes,2018,246,Sencha,Green tea,C,Papier,Lipton,0,Aucun,3,2,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,,2.184,0.254583333,2018-07-16,0.2643,0.5805,50.003,0.365,4.6783,51.62048144,0.362903394,4.775777629
CA9_P3,Sortes,2018,247,Sencha,Green tea,C,Papier,Lipton,0,Aucun,3,2,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,,2.135,0.254583333,2018-07-16,0.2637,0.5542,50.003,0.365,4.6783,51.62048144,0.362903394,4.775777629
CA9_P3,Sortes,2018,248,Sencha,Green tea,C,Papier,Lipton,0,Aucun,3,2,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,,2.068,0.254583333,2018-07-16,0.2597,0.5916,50.003,0.365,4.6783,51.62048144,0.362903394,4.775777629
CA9_P4,Prelevement,2018,21,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,4,1,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,1.868,2.23,0.363,2018-08-06,,0.6072,51.25,0.482,4.823,51.98399158,0.454996529,4.838861653
CA9_P4,Prelevement,2018,22,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,4,1,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,1.869,2.229,0.361,2018-08-06,,0.6855,51.25,0.482,4.823,51.98399158,0.454996529,4.838861653
CA9_P4,Prelevement,2018,23,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,4,2,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,1.679,2.038,0.358,2018-08-06,,0.4201,,,,,,
CA9_P4,Prelevement,2018,24,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,4,2,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,1.889,2.255,0.366,2018-08-06,,0.5634,,,,,,
CA9_P4,Prelevement,2018,163,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,4,2,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,1.763,2.125,0.362,2018-08-06,,,29.466,0.307,2.3935,29.88800577,0.289800694,2.401371629
CA9_P4,Prelevement,2018,190,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,4,2,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,1.767,2.131,0.363,2018-08-06,,,29.466,0.307,2.3935,29.88800577,0.289800694,2.401371629
CA9_P4,Sortes,2018,249,Sencha,Green tea,C,Papier,Lipton,0,Aucun,4,1,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,,2.039,0.254583333,2018-08-06,0.263947059,0.569352941,50.728,0.394,4.683,52.21608825,0.391736815,4.768873064
CA9_P4,Sortes,2018,250,Sencha,Green tea,C,Papier,Lipton,0,Aucun,4,1,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,,2.053,0.254583333,2018-08-06,0.263947059,0.593652941,50.728,0.394,4.683,52.21608825,0.391736815,4.768873064
CA9_P4,Sortes,2018,251,Sencha,Green tea,C,Papier,Lipton,0,Aucun,4,1,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,,2.131,0.254583333,2018-08-06,0.263947059,0.658252941,50.728,0.394,4.683,52.21608825,0.391736815,4.768873064
CA9_P4,Sortes,2018,252,Sencha,Green tea,C,Papier,Lipton,0,Aucun,4,2,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,,2.137,0.254583333,2018-08-06,0.263947059,0.643752941,50.578,0.409,4.7516,52.06168805,0.406650653,4.838730995
CA9_P4,Sortes,2018,253,Sencha,Green tea,C,Papier,Lipton,0,Aucun,4,2,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,,1.991,0.254583333,2018-08-06,0.263947059,0.661652941,50.578,0.409,4.7516,52.06168805,0.406650653,4.838730995
CA9_P4,Sortes,2018,254,Sencha,Green tea,C,Papier,Lipton,0,Aucun,4,2,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,,2.022,0.254583333,2018-08-06,0.263947059,0.592652941,50.578,0.409,4.7516,52.06168805,0.406650653,4.838730995
CA9_P5,Prelevement,2018,157,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,5,1,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,1.84,2.21,0.369,2018-08-27,,0.5619,49.894,0.405,4.7683,51.29266682,0.391630269,4.833792822
CA9_P5,Prelevement,2018,192,Sencha,Green tea,C,Nylon,Lipton,1,Moulin_cafe,5,1,79.98256,,4.9-2.7-3.5 et 6-1-1,Belanger,A9,Producteur,Biologique,46.237854,-72.03705,2018-05-14,1.811,2.173,0.361,2018-08-27,,0.5851,50.106,0.368,4.1413,51.51060976,0.355851701,4.198180948
